Date,CHFHUF,CHF ON,HUF ON,CHFHUF 3M,HUN 5Y USD CDS,CHF 3M Libor,CHF ON Libor,EMBI,TED spread,HUF 3Y overquote,HUF 5Y overquote,HUF 3Y HUF 5Y overquote,FX tender,Swap 3M spread,CHF OIS 3M,Swap tender,Swap 3M 5Y spread
12/31/2018,285.605,-0.95,0.05,35,#N/A,-0.713,-0.798,#N/A,45.27,#N/A,#N/A,#N/A,#N/A,#N/A,-0.76,#N/A,-0.001223284
12/28/2018,285.605,-0.95,-0.27,35,90.915,-0.718,-0.81,431.53,42.64,0,0,0,0,0,-0.762,0,-0.001223269
12/27/2018,284.36,-0.95,-0.12,35,90.915,-0.723,-0.836,430.41,40.37,0,0,0,1,0.069665127,-0.77,1,-0.001228609
12/26/2018,284.57,-0.95,-0.21,41,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/25/2018,284.57,-0.95,-0.21,41,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/24/2018,284.57,-0.95,-0.21,41,90.915,-0.728,-0.796,430.63,44.05,0,0,0,0,0,-0.77,0,-0.001438148
12/21/2018,284.57,-0.95,-0.17,41,90.915,-0.734,-0.791,425.92,44.59,0,0,0,0,0,-0.757,0,-0.001438126
12/20/2018,284.32,-0.95,-0.07,43,90.915,-0.739,-0.795,422.76,44.49,0,0,0,0,0,-0.757,0,-0.001509586
12/19/2018,285.22,-0.95,-0.1,56,90.915,-0.732,-0.792,424.33,39.53,0,0,0,1,0.068980998,-0.758,1,-0.001959804
12/18/2018,285.635,-0.95,-0.3,54,90.915,-0.737,-0.781,418.18,40.78,0,0,0,0,0,-0.758,0,-0.001887041
12/17/2018,287.13,-0.95,-0.05,55,90.915,-0.736,-0.783,414.14,42.29,0,0,0,0,0,-0.757,0,-0.001911984
12/14/2018,287.57,-0.95,-0.28,54,90.915,-0.732,-0.777,412.84,39.16,0,0,0,0,0,-0.757,0,-0.001874367
12/13/2018,286.4,-0.95,-0.3,50,90.915,-0.737,-0.777,410.29,38.12,0,0,0,0,0,-0.758,0,-0.001742593
12/12/2018,286,-0.95,-0.3,45,90.915,-0.737,-0.777,414.27,38.67,0,0,0,1,0.069020492,-0.757,1,-0.001570528
12/11/2018,287.91,-0.95,-0.07,50,90.915,-0.74,-0.78,421.46,39.22,0,0,0,0,0,-0.758,0,-0.001733441
12/10/2018,287.57,-0.95,-0.28,52,90.915,-0.741,-0.78,425.24,40.29,0,0,0,0,0,-0.77,0,-0.001804906
12/7/2018,285.995,-0.95,0.06,40,90.915,-0.739,-0.777,423.01,38.51,0,0,0,0,0,-0.757,0,-0.001396042
12/6/2018,285.965,-0.95,-0.05,46,90.915,-0.74,-0.777,425.69,36.53,0,0.846333333,0.846333333,0,0,-0.757,0,-0.001605613
12/5/2018,285.69,-0.95,-0.05,45,90.915,-0.74,-0.779,423.305,35.87,0,0,0,1,0.069661538,-0.758,1,-0.00157222
12/4/2018,286.015,-0.95,-0.05,42,90.915,-0.739,-0.78,420.92,33.18,0,0,0,0,0,-0.758,0,-0.001465741
12/3/2018,284.765,-0.95,0.05,42,90.915,-0.741,-0.781,411.61,41.92,0,0,0,0,0,-0.757,0,-0.001472168
11/30/2018,286.34,-0.95,-0.3,52,90.915,-0.738,-0.786,419.69,39.37,0,0,0,0,0,-0.77,0,-0.001812672
11/29/2018,285.24,-0.95,-0.05,32,85.59,-0.74,-0.784,418.87,38.5,0,0,0,0,0,-0.77,0,-0.001119787
11/28/2018,286.45,-0.95,-0.1,28,85.59,-0.74,-0.788,425.52,32.77,0,0,0,1,0,-0.77,1,-0.000975675
11/27/2018,287.165,-0.95,0.05,29,85.59,-0.741,-0.783,429.91,31.67,0,0,0,0,0,-0.77,0,-0.001008002
11/26/2018,285.84,-0.95,0.05,34,85.59,-0.743,-0.785,424.61,31.33,0,0,0,0,0,-0.77,0,-0.001187267
11/23/2018,284.92,-0.95,-0.31,35,85.59,-0.745,-0.784,423.12,29.5,0,0,0,0,0,-0.77,0,-0.001226127
11/22/2018,283.38,-0.95,-0.03,30,85.59,-0.745,-0.784,421.835,29.25,0,1.141140094,1.141140094,0,0,-0.77,0,-0.001056677
11/21/2018,283.995,-1.05,-0.2,35,85.59,-0.745,-0.786,420.55,28.02,0,0,0,1,0.069560767,-0.77,1,-0.001230121
11/20/2018,284.1,-1.05,-0.3,34,85.59,-0.745,-0.788,423.5,27.4,0,0,0,0,0,-0.77,0,-0.001194533
11/19/2018,282.415,-1.05,-0.3,27,85.59,-0.743,-0.785,411.36,29.84,0,0,0,0,0,-0.77,0,-0.000954264
11/16/2018,281.695,-0.95,-0.1,28,85.59,-0.744,-0.78,407.61,30.21,0,0,0,0,0,-0.765,0,-0.000992134
11/15/2018,282.295,-1.05,-0.33,28,85.59,-0.745,-0.781,404.69,28.43,0,0,0,0,0,-0.77,0,-0.000990023
11/14/2018,283.365,-1.05,-0.27,37,85.59,-0.745,-0.779,401.46,25.78,0,0,0,1,0,-0.77,1,-0.001303304
11/13/2018,283.98,-1.05,-0.27,43,85.59,-0.746,-0.779,398.59,27.91,0,0,0,0,0,-0.77,0,-0.001511367
11/12/2018,284.175,-1.05,-0.25,42,85.59,-0.748,-0.779,393.21,26.93,0,0,0,0,0,-0.761,0,-0.001475199
11/9/2018,281.48,-0.95,-0.25,25,85.59,-0.748,-0.779,387.83,27.33,0,0,0,0,0,-0.76,0,-0.000886502
11/8/2018,280.845,-1.05,-0.1,34,85.59,-0.747,-0.782,381.64,27.43,0,0,0,0,0,-0.77,0,-0.001208371
11/7/2018,280.575,-0.95,-0.22,35,85.59,-0.748,-0.785,378.32,25.81,0,0,0,1,0,-0.77,1,-0.001245106
11/6/2018,281.04,-1.05,0.05,35,85.59,-0.748,-0.785,381.18,25.06,0,0,0,0,0,-0.76,0,-0.001243045
11/5/2018,280.99,-1.05,-0.25,32,85.59,-0.747,-0.78,382.39,26.91,0,0,0,0,0,-0.76,0,-0.001136704
11/2/2018,285.04,-0.95,-0.73,26,85.59,-0.746,-0.784,381.89,27.82,0,0,0,0,0,-0.761,0,-0.000910452
11/1/2018,285.04,-0.95,0.05,26,85.59,-0.746,-0.78,391.47,27.2,0,0,0,0,0,-0.761,0,-0.000910452
10/31/2018,285.04,-0.95,0.05,43,85.59,-0.745,-0.782,392.35,24.11,0,0,0,1,0,-0.76,1,-0.001505751
10/30/2018,284.745,-1.05,-0.1,43,87.685,-0.741,-0.782,395.37,21.83,0,0,0,0,0,-0.76,0,-0.001507326
10/29/2018,285.04,-1.05,-0.15,34,87.685,-0.741,-0.789,394.85,20.89,0,0,0,0,0,-0.762,0,-0.001190605
10/26/2018,285.215,-0.95,0.05,27,87.685,-0.741,-0.783,391.46,20.11,0,0,0,0,0,-0.76,0,-0.000944901
10/25/2018,285.11,-1.05,0.1,30,87.685,-0.742,-0.786,387.15,19.46,0.576272255,0,0.576272255,0,0,-0.76,0,-0.001050274
10/24/2018,284.68,-1.05,-0.05,32,87.685,-0.74,-0.788,388.75,18.81,0,0,0,1,0,-0.76,1,-0.00112199
10/23/2018,282.49,-1.05,-0.33,32,87.685,-0.74,-0.788,383.27,17.49,0,0,0,0,0,-0.76,0,-0.001130688
10/22/2018,282.49,-1.05,-0.45,32,87.685,-0.74,-0.788,379.44,16.72,0,0,0,0,0,-0.765,0,-0.001130688
10/19/2018,282.49,-0.95,-0.15,27,87.685,-0.746,-0.788,376.68,17.32,0,0,0,0,0,-0.76,0,-0.000954004
10/18/2018,283.66,-0.95,-0.27,46,87.685,-0.744,-0.79,375.43,17.74,0,0,0,0,0,-0.76,0,-0.001618643
10/17/2018,281.495,-1.05,-0.15,43,87.685,-0.742,-0.79,369.15,15.79,0,0,0,1,0,-0.765,1,-0.001524725
10/16/2018,280.79,-1.05,-0.25,32,87.685,-0.739,-0.794,372.61,15.78,0,0,0,0,0,-0.76,0,-0.001137536
10/15/2018,282.345,-1.05,-0.12,33,87.685,-0.739,-0.795,374.23,15.42,0,0,0,0,0,-0.76,0,-0.001166624
10/12/2018,282.305,-1.05,-0.26,33,87.685,-0.742,-0.796,376.5,17.34,0,0,0,0,0,-0.76,0,-0.00116678
10/11/2018,283.345,-1.05,-0.15,26,87.685,-0.742,-0.8,381.97,18.32,0.885001885,0,0.885001885,0,0,-0.76,0,-0.000915907
10/10/2018,285.68,-1.05,-0.27,32,87.685,-0.742,-0.806,373.46,17.19,0,0,0,1,0,-0.76,1,-0.001118057
10/9/2018,284.73,-1.05,-0.17,30,87.685,-0.742,-0.8,372.54,17.21,0,0,0,0,0,-0.76,0,-0.001051675
10/8/2018,285.29,-0.95,-0.18,28,87.685,-0.743,-0.791,370.655,21.03,0,0,0,0,0,-0.76,0,-0.000979634
10/5/2018,284.09,-0.95,-0.18,30,87.685,-0.741,-0.786,368.77,19.91,0,0,0,0,0,-0.76,0,-0.001054047
10/4/2018,283.975,-1.05,-0.3,17,87.685,-0.739,-0.789,367.81,20,0,0,0,0,0,-0.76,0,-0.000597538
10/3/2018,283.625,-1.05,-0.31,22,87.685,-0.738,-0.788,358.47,19.86,0,0,0,1,0,-0.765,1,-0.000774241
10/2/2018,284.24,-1.05,-0.33,22,87.685,-0.737,-0.778,365.73,20.02,0,0,0,0,0,-0.76,0,-0.000772568
10/1/2018,283.72,-1.05,0.05,17,87.685,-0.732,-0.792,362.07,19.84,0,0,0,0,0,-0.76,0,-0.000598086
9/28/2018,285.155,-0.95,-2,18,87.685,-0.736,-0.792,361.73,20.2,0,0,0,0,0,-0.762,0,-0.000630074
9/27/2018,284.515,-1.05,-0.2,23,86.785,-0.734,-0.793,361.78,21.97,1.373268249,0,1.373268249,0,0,-0.762,0,-0.00080691
9/26/2018,285.335,-1.05,-0.2,46,86.785,-0.732,-0.8,367.96,19.95,0,0,0,1,0.084030564,-0.762,1,-0.00160919
9/25/2018,285.51,-1.05,-0.37,49,86.785,-0.734,-0.789,368.16,18.14,0,0,0,0,0,-0.762,0,-0.001713078
9/24/2018,285.405,-0.95,-0.33,47,86.785,-0.733,-0.79,369.49,17.64,0,0,0,0,0,-0.763,0,-0.001643765
9/21/2018,287.85,-0.95,-0.15,48,86.785,-0.731,-0.792,370.31,20.95,0,0,0,0,0,-0.76,0,-0.001664488
9/20/2018,286.47,-1.05,-0.15,53,86.785,-0.731,-0.79,373.65,20.81,0,0,0,0,0,-0.76,0,-0.001846725
9/19/2018,286.125,-1.05,-0.15,56,86.785,-0.731,-0.791,378.47,19.75,0,0,0,1,0.086539072,-0.76,1,-0.00195361
9/18/2018,287.76,-1.05,-0.15,57,86.785,-0.731,-0.79,382.97,17.38,0,0,0,0,0,-0.764,0,-0.001977197
9/17/2018,288.74,-1.05,-0.37,58,86.785,-0.731,-0.79,385.6,18.77,0,0,0,0,0,-0.76,0,-0.002005057
9/14/2018,288.395,-0.95,-0.2,57,86.785,-0.731,-0.791,382.53,19.45,0,0,0,0,0,-0.7625,0,-0.001972844
9/13/2018,287.135,-1.05,-0.2,58,86.785,-0.731,-0.792,388.77,20.65,0.26050063,0,0.26050063,0,0,-0.7625,0,-0.002016264
9/12/2018,288.095,-1.05,-0.2,57,86.785,-0.731,-0.789,398.19,20.12,0,0,0,1,0.089557445,-0.76,1,-0.001974898
9/11/2018,287.685,-1.05,-0.2,56,86.785,-0.728,-0.788,402.38,20.13,0,0,0,0,0,-0.76,0,-0.001943031
9/10/2018,287.47,-1.05,-0.17,56,86.785,-0.728,-0.788,402.67,20.11,0,0,0,0,0,-0.76,0,-0.001944484
9/7/2018,290.095,-1.05,-0.38,56,86.785,-0.728,-0.791,397.45,20.14,0,0,0,0,0,-0.75,0,-0.001926889
9/6/2018,290.575,-0.95,-0.17,66,86.785,-0.728,-0.788,402.13,20.72,0,0,0,0,0,-0.76,0,-0.002267225
9/5/2018,289.735,-0.95,-0.17,51,86.785,-0.728,-0.785,405.91,19.16,0,0,0,1,0.084630133,-0.763,1,-0.001757026
9/4/2018,290.53,-1.05,0.05,50,86.785,-0.728,-0.787,406.88,20.26,0,0,0,0,0,-0.76,0,-0.00171786
9/3/2018,290.31,-1.05,-0.37,47,86.785,-0.728,-0.787,403.395,23.2,0,0,0,0,0,-0.76,0,-0.001616013
8/31/2018,289.485,-0.95,-0.42,48,86.785,-0.728,-0.787,399.91,22.69,0,0,0,0,0,-0.75,0,-0.001655099
8/30/2018,288.985,-1.05,0.05,48,86.5,-0.728,-0.786,395.88,23.46,1.365151667,0,1.365151667,0,0,-0.7625,0,-0.001657963
8/29/2018,286.675,-1.05,-0.42,45,86.5,-0.728,-0.789,388.19,20.28,0,0,0,1,0.079765335,-0.76,1,-0.001566865
8/28/2018,283.69,-1.05,-0.25,44,86.5,-0.726,-0.788,383.35,21.25,0,0,0,0,0,-0.76,0,-0.001548174
8/27/2018,283.07,-1.05,0.05,45,86.5,#N/A,#N/A,386.74,22.25,0,0,0,0,0,-0.76,0,#N/A
8/24/2018,283.17,-0.95,-0.41,47,86.5,-0.726,-0.786,390.26,23.09,0,0,0,0,0,-0.76,0,-0.001656768
8/23/2018,285.105,-0.95,0.05,53,86.5,-0.726,-0.784,388.39,24.26,0,0,0,0,0,-0.76,0,-0.00185559
8/22/2018,283.095,-1.05,-0.4,57,86.5,-0.726,-0.783,386.43,24.79,0,0,0,1,0.084469931,-0.76,1,-0.002009804
8/21/2018,283.665,-1.05,0.05,47,86.5,-0.726,-0.785,389.83,24.89,0,0,0,0,0,-0.76,0,-0.001653877
8/20/2018,284.935,-1.05,-1,46,86.5,-0.726,-0.785,394.17,26.09,0,0,0,0,0,-0.76,0,-0.001611473
8/17/2018,284.935,-0.95,0.05,54,86.5,-0.726,-0.784,390.2,27.94,0,0,0,0,0,-0.76,0,-0.001891729
8/16/2018,285.505,-1.05,-0.24,52,86.5,-0.726,-0.784,390.34,28.42,0.368001094,0,0.368001094,0,0,-0.76,0,-0.001818028
8/15/2018,287.825,-1.05,-0.24,59,86.5,-0.726,-0.784,396.19,26.09,0,0,0,1,0.082064306,-0.76,1,-0.002046136
8/14/2018,286.345,-1.05,-0.24,54,86.5,-0.726,-0.788,392.59,25.4,0,0,0,0,0,-0.76,0,-0.001882414
8/13/2018,285.4,-1.05,-0.22,52,86.5,-0.727,-0.786,404.59,26.52,0,0,0,0,0,-0.76,0,-0.001818693
8/10/2018,283.885,-0.95,-0.39,44,86.5,-0.723,-0.784,391.71,27.66,0,0,0,0,0,-0.76,0,-0.001547122
8/9/2018,280.155,-1.05,-0.28,45,86.5,-0.724,-0.784,372.69,29.49,0,0.741038824,0.741038824,0,0,-0.76,0,-0.001603346
8/8/2018,277.07,-1.05,-0.62,48,86.5,-0.726,-0.783,365.8,30.24,0,0,0,1,0.076939991,-0.757,1,-0.00172927
8/7/2018,277.075,-1.05,-0.65,45,86.5,-0.726,-0.783,362.12,31.34,0,0,0,0,0,-0.757,0,-0.001621161
8/6/2018,277.875,-0.95,-0.28,44,86.5,-0.726,-0.783,363.35,32.54,0,0,0,0,0,-0.757,0,-0.001580572
8/3/2018,277.99,-0.95,-0.39,43,86.5,-0.726,-0.782,360.4,34.12,0,0,0,0,0,-0.757,0,-0.001544011
8/2/2018,278.515,-1.05,-0.28,42,86.5,-0.726,-0.783,360.65,34.61,0.391929825,0,0.391929825,0,0,-0.757,0,-0.001505261
8/1/2018,277.325,-1.05,0.05,39,86.5,-0.726,-0.787,356.56,33.83,0,0,0,1,0,-0.76,1,-0.00140374
7/31/2018,277.045,-1.05,-0.8,38,86.5,-0.728,-0.788,354.17,33.35,0,0,0,0,0,-0.76,0,-0.001369122
7/30/2018,278.1,-1.05,-0.33,43,93.915,-0.722,-0.786,352.08,34.32,0,0,0,0,0,-0.765,0,-0.001543415
7/27/2018,278.165,-0.95,-0.27,30,93.915,-0.722,-0.786,349.41,36.11,0,0,0,0,0,-0.76,0,-0.00107655
7/26/2018,279.83,-1.05,-0.25,36,93.915,-0.722,-0.782,349,36.24,0,0,0,0,0,-0.76,0,-0.001284173
7/25/2018,279.68,-1.05,-0.22,44,93.915,-0.724,-0.784,357.63,35,0,0,0,1,0.094482741,-0.757,1,-0.001570379
7/24/2018,280.93,-1.05,-0.2,41,93.915,-0.724,-0.783,360.22,34.02,0,0,0,0,0,-0.757,0,-0.001456797
7/23/2018,281.135,-1.05,-0.17,42,93.915,-0.726,-0.784,358.05,36.1,0,0,0,0,0,-0.757,0,-0.001491233
7/20/2018,279.34,-0.95,-0.3,36,93.915,-0.724,-0.783,361.97,37.31,0,0,0,0,0,-0.757,0,-0.001286419
7/19/2018,280.655,-1.05,-0.25,37,93.915,-0.722,-0.784,366.16,36.8,0.460350487,0,0.460350487,0,0,-0.765,0,-0.001315965
7/18/2018,278.68,-1.05,-0.38,50,93.915,-0.727,-0.783,362.1,35.81,0,0,0,1,0,-0.757,1,-0.001790912
7/17/2018,277.56,-1.05,-0.59,51,93.915,-0.723,-0.783,365.02,33.7,0,0,0,0,0,-0.76,0,-0.001834119
7/16/2018,276.765,-1.05,0.05,54,93.915,-0.721,-0.783,364.2,34.29,0,0,0,0,0,-0.76,0,-0.001947597
7/13/2018,276.02,-1.25,-0.64,38,93.915,-0.717,-0.778,364.5,37,0,0,0,0,0,-0.765,0,-0.001374244
7/12/2018,277.515,-1.25,-0.25,54,93.915,-0.721,-0.778,368.47,38.57,0,0,0,0,0,-0.76,0,-0.001942333
7/11/2018,279.88,-0.95,-0.78,60,93.915,-0.725,-0.779,370.53,39.11,0,0,0,1,0,-0.765,1,-0.00213989
7/10/2018,278.06,-1.05,-0.25,61,93.915,-0.731,-0.783,364.76,37.86,0,0,0,0,0,-0.76,0,-0.002189762
7/9/2018,277.69,-0.95,-0.18,64,93.915,-0.731,-0.785,365.21,37.67,0,0,0,0,0,-0.76,0,-0.002300516
7/6/2018,277.54,-0.95,-0.2,39,93.915,-0.73,-0.779,373.71,39.1,0,0,0,0,0,-0.76,0,-0.001402638
7/5/2018,278.49,-1.05,-0.2,64,93.915,-0.727,-0.777,379.57,38.605,-0.239855877,0,-0.239855877,0,0,-0.76,0,-0.002293931
7/4/2018,281.18,-0.95,-0.42,74,93.915,-0.729,-0.776,386.23,38.11,0,0,0,1,0,-0.76,1,-0.00262697
7/3/2018,282.9,-1.05,-0.36,72,93.915,-0.728,-0.776,386.23,37.6,0,0,0,0,0,-0.76,0,-0.002540437
7/2/2018,285.445,-1.05,-0.36,69,93.915,-0.732,-0.776,389.04,39.12,0,0,0,0,0,-0.76,0,-0.002412855
6/29/2018,283.835,-0.95,-0.45,58,93.915,-0.732,-0.776,388.06,42.35,0,0,0,0,0,-0.7625,0,-0.002039701
6/28/2018,284.665,-1.05,0.05,65,99.48,-0.732,-0.777,389.06,42.74,0,0,0,0,0,-0.76,0,-0.002279207
6/27/2018,284.33,-1.05,0.05,60,99.48,-0.731,-0.785,389.69,42.17,0,0,0,1,0.102416394,-0.76,1,-0.002106368
6/26/2018,282.565,-0.95,-0.25,66,99.48,-0.731,-0.773,384.24,41.77,0,0,0,0,0,-0.76,0,-0.002331477
6/25/2018,281.955,-1.05,0.05,72,99.48,-0.731,-0.772,382.06,42.93,0,0,0,0,0,-0.76,0,-0.002548932
6/22/2018,282.105,-0.95,0.05,74,99.48,-0.731,-0.771,376,43.18,0,0,0,0,0,-0.76,0,-0.002618343
6/21/2018,283.52,-1.05,-0.15,72,99.48,-0.731,-0.771,383.5,41.74,0.421500711,0,0.421500711,0,0,-0.76,0,-0.002534862
6/20/2018,280.94,-1.05,0.05,71,99.48,-0.732,-0.774,384.41,41.67,0,0,0,1,0.087192845,-0.76,1,-0.002522605
6/19/2018,279.865,-1.05,-0.34,61,99.48,-0.733,-0.775,394.26,42.01,0,0,0,0,0,-0.76,0,-0.002175628
6/18/2018,279.92,-1.05,-0.08,61,99.48,-0.731,-0.773,386.58,41.44,0,0,0,0,0,-0.76,0,-0.002175212
6/15/2018,279.24,-0.95,-0.08,52,99.48,-0.731,-0.773,379.21,40.85,0,0,0,0,0,-0.76,0,-0.001858794
6/14/2018,280.025,-0.95,-0.15,51,99.48,-0.731,-0.777,376.48,42.21,0,0,0,0,0,-0.76,0,-0.001817938
6/13/2018,275.875,-0.95,-0.36,54,99.48,-0.731,-0.776,374.68,42.54,0,0,0,1,0.06948957,-0.76,1,-0.001953831
6/12/2018,275.885,-0.95,-0.05,51,99.48,-0.731,-0.778,373.68,42.8,0,0,0,0,0,-0.76,0,-0.001845218
6/11/2018,276.505,-0.95,-0.15,51,99.48,-0.733,-0.775,369.76,40.69,0,0,0,0,0,-0.76,0,-0.001841071
6/8/2018,276.345,-0.95,-0.38,49,99.48,-0.734,-0.772,368.02,41.92,0,0,0,0,0,-0.76,0,-0.001769892
6/7/2018,275.555,-0.95,-0.38,48,99.48,-0.733,-0.772,366.9,40.94,0,0,0,0,0,-0.76,0,-0.001738747
6/6/2018,273.74,-0.95,-0.65,50,99.48,-0.733,-0.772,360.78,38.78,0,0,0,1,0.066877688,-0.76,1,-0.001823204
6/5/2018,276.21,-0.95,-0.17,46,99.48,-0.733,-0.773,362.47,38.34,0,0,0,0,0,-0.76,0,-0.001662348
6/4/2018,275.81,-0.95,-0.2,47,99.48,-0.733,-0.777,359.64,39.84,0,0,0,0,0,-0.76,0,-0.001700949
6/1/2018,277.56,-0.95,-0.17,49,99.48,-0.735,-0.774,366.2,41.32,0,0,0,0,0,-0.76,0,-0.00176214
5/31/2018,278.075,-0.95,-0.18,48,99.48,-0.735,-0.778,366.68,43.18,0,0,0,0,0,-0.76,0,-0.001722981
5/30/2018,277.415,-0.95,-0.18,47,83.625,-0.737,-0.778,360.69,39.53,0,0,0,1,0.066860996,-0.77,1,-0.001691091
5/29/2018,280.435,-0.95,-0.05,53,83.625,-0.736,-0.789,365.03,40.47,0,0,0,0,0,-0.77,0,-0.001886444
5/28/2018,275.85,-0.95,-0.37,54,83.625,#N/A,#N/A,349.37,43.41,0,0,0,0,0,-0.77,0,#N/A
5/25/2018,276.415,-0.95,-0.17,43,83.625,-0.734,-0.777,349.37,42.9,0,0,0,0,0,-0.77,0,-0.001552777
5/24/2018,274.77,-0.95,-0.2,50,83.625,-0.732,-0.773,348.47,43.24,0.201475,0,0.201475,0,0,-0.77,0,-0.001816374
5/23/2018,274.125,-0.95,-0.07,53,83.625,-0.729,-0.779,351.36,42.76,0,0,0,1,0.067008068,-0.76,1,-0.001929901
5/22/2018,271.925,-0.95,-0.37,53,83.625,-0.728,-0.78,351.49,40.7,0,0,0,0,0,-0.757,0,-0.00194552
5/21/2018,270.71,-0.95,-0.4,38,83.625,-0.726,-0.778,358.08,40.95,0,0,0,0,0,-0.762,0,-0.001401168
5/18/2018,270.71,-0.95,-0.05,53,83.625,-0.724,-0.777,356.18,44.78,0,0,0,0,0,-0.76,0,-0.001954271
5/17/2018,268.605,-0.95,-0.31,44,83.625,-0.726,-0.777,348.15,43.92,0,0,0,0,0,-0.76,0,-0.00163512
5/16/2018,267.7,-0.95,-0.36,51,83.625,-0.727,-0.777,343.75,43.34,0,0,0,1,0.054647276,-0.76,1,-0.001901655
5/15/2018,267.185,-0.95,-0.41,42,83.625,-0.716,-0.775,347.75,42.06,0,0,0,0,0,-0.76,0,-0.001569131
5/14/2018,264.29,-0.95,-0.05,39,83.625,-0.716,-0.777,345.3,42.99,0,0,0,0,0,-0.748,0,-0.00147301
5/11/2018,263.845,-0.95,-0.37,38,83.625,-0.72,-0.779,346.5,44.3,0,0,0,0,0,-0.76,0,-0.001437647
5/10/2018,262.99,-0.95,-0.05,39,83.625,-0.72,-0.779,350.19,47.83,0.450690155,0.874627425,0.677920537,0,0,-0.76,0,-0.001480277
5/9/2018,264.755,-0.95,-0.05,44,83.625,-0.72,-0.778,361.67,47.9,0,0,0,1,0.049441905,-0.76,1,-0.001658922
5/8/2018,265.05,-0.95,-0.37,40,83.625,-0.722,-0.777,361.9,50.63,0,0,0,0,0,-0.76,0,-0.001506425
5/7/2018,263.135,-0.95,-0.32,42,83.625,#N/A,#N/A,354.51,52.28,0,0,0,0,0,-0.76,0,#N/A
5/4/2018,262.475,-0.95,-0.38,43,83.625,-0.723,-0.778,353.2,54.38,0,0,0,0,0,-0.76,0,-0.00163529
5/3/2018,262.665,-0.95,-0.12,38,83.625,-0.723,-0.778,352.46,54.01,0,0,0,0,0,-0.749,0,-0.001444095
5/2/2018,263.43,-0.95,-0.05,45,83.625,-0.727,-0.779,345.22,53.98,0,0,0,1,0,-0.754,1,-0.001705129
5/1/2018,261.355,-0.95,-0.41,43,#N/A,-0.728,-0.778,#N/A,53.57,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.001642277
4/30/2018,261.355,-0.95,-0.41,43,83.625,-0.728,-0.781,334.93,56.01,0,0,0,0,0,-0.76,0,-0.001642277
4/27/2018,261.355,-0.95,-0.35,43,80.735,-0.728,-0.78,331.67,55.58,0,0,0,0,0,-0.76,0,-0.001642277
4/26/2018,261.47,-0.95,-0.05,44,80.735,-0.729,-0.786,327.98,55.88,0.463415926,0.870149254,0.688631901,0,0,-0.77,0,-0.001679727
4/25/2018,261.865,-0.95,-0.12,48,80.735,-0.729,-0.78,324.77,53.23,0,0,0,1,0,-0.765,1,-0.001829665
4/24/2018,260.99,-0.95,-0.12,42,80.735,-0.729,-0.782,321.83,52.06,0,0,0,0,0,-0.765,0,-0.001606324
4/23/2018,261.605,-0.95,-0.12,45,80.735,-0.731,-0.781,322.7,52.6,0,0,0,0,0,-0.76,0,-0.001717007
4/20/2018,259.81,-0.95,-0.12,43,80.735,-0.731,-0.78,319.35,55.95,0,0,0,0,0,-0.77,0,-0.001652031
4/19/2018,258.705,-0.95,-0.12,41,80.735,-0.731,-0.779,318.44,55.65,0,0,0,0,0,-0.759,0,-0.00158192
4/18/2018,258.895,-0.95,-0.12,38,80.735,-0.732,-0.78,317.66,55.61,0,0,0,1,0,-0.77,1,-0.00146509
4/17/2018,259.845,-0.95,-0.53,38,80.735,-0.733,-0.782,323.42,57.82,0,0,0,0,0,-0.769,0,-0.00145973
4/16/2018,260.99,-0.95,-0.39,41,80.735,-0.735,-0.783,321.16,59.83,0,0,0,0,0,-0.77,0,-0.001568055
4/13/2018,261.905,-0.95,-0.41,42,80.735,-0.735,-0.785,318.16,60.42,0,0,0,0,0,-0.77,0,-0.001600688
4/12/2018,262.38,-0.95,-0.12,42,80.735,-0.735,-0.782,317.78,61.93,1.340895522,0.465672517,0.90328415,0,0,-0.7725,0,-0.00159779
4/11/2018,262.825,-0.95,-0.12,40,80.735,-0.735,-0.782,322.59,63.1,0,0,0,1,0,-0.77,1,-0.001519129
4/10/2018,263.28,-0.95,-0.12,39,80.735,-0.735,-0.785,322.12,63.09,0,0,0,0,0,-0.77,0,-0.001478591
4/9/2018,264.325,-0.95,-0.12,34,80.735,-0.735,-0.788,321.54,62.4,0,0,0,0,0,-0.77,0,-0.001283932
4/6/2018,264.885,-0.95,-0.12,35,80.735,-0.735,-0.786,319.42,62.98,0,0,0,0,0,-0.77,0,-0.0013189
4/5/2018,264.205,-0.95,-0.12,38,80.735,-0.735,-0.786,315.42,63.54,0,0,0,0,0,-0.77,0,-0.001435634
4/4/2018,263.845,-0.95,-0.12,36,80.735,-0.735,-0.786,321.62,62.93,0,0,0,1,0,-0.77,1,-0.00136193
4/3/2018,265.14,-0.95,-0.4,34,80.735,-0.736,-0.784,321.44,58.71,0,0,0,0,0,-0.77,0,-0.001279982
4/2/2018,265.27,-0.95,-0.42,35,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
