,Swap 3M 5Y spread,dUSDHUF,dEURHUF,EMBI,HUN 5Y USD CDS,OIS 3M spread,EUR 3M REPO,Eurozone AAA,Volume AAA bond,HUF 3Y overquote,HUF 5Y overquote,HUF 3Y HUF 5Y overquote,Assets/lt f debt,ECB DEPOSIT ,TED spread,Swap tender,Deviza tender DUMMY,FX tender,Swap 3M spread EURHUF,Swap 3M spread HUFEUR,Swap 3M spread
1/3/2008,0.002291903,-0.003545588,-0.000986135,264.73,79.5,4.0385,3.975,0,0,0.76805,0,0.76805,10.87440517,0,142.87,0,0,0,0,0,0
1/4/2008,0.014284086,0.006442461,0.005666852,271.09,79.5,4.046,3.975,0,0,0,0,0,10.87440517,0,143.42,0,0,0,0,0,0
1/7/2008,0.018727705,0.004847935,0.001646801,269.16,79.5,4.0485,3.979,0,0,0,0,0,10.87440517,0,130.6,0,0,0,0,0,0
1/8/2008,0.025994414,-0.002247904,-0.001529082,265.4,79.5,4.0595,3.98,0,0,0,0,0,10.87440517,0,129.72,0,0,0,0,0,0
1/9/2008,0.021596218,0.000807522,-0.002435672,274.45,79.5,4.056,3.982,0,0,0,0,0,10.87440517,0,121.43,0,0,0,0,0,0
1/10/2008,0.01617972,-0.013992739,-0.004099013,266.42,79.5,4.0513,3.984,0,0,0,0,0,10.87440517,0,116.96,0,0,0,0,0,0
1/11/2008,0.010822801,0.00309408,0.001184133,270.16,79.5,4.0645,3.984,0,0,0,0,0,10.87440517,0,116.46,0,0,0,0,0,0
1/14/2008,-0.004808504,-0.008605351,-0.002448755,271.84,79.5,4.0485,3.988,0,0,0,0,0,10.87440517,0,90.05,0,0,0,0,0,0
1/15/2008,-0.047869905,0.009421059,0.00512761,277.8,79.5,4.053,3.989,0,0,0,0,0,10.87440517,0,85.17,0,0,0,0,0,0
1/16/2008,-0.004743832,0.014857053,0.004553313,277.23,79.5,4.0313,3.99,0,0,0,0,0,10.87440517,0,82.64,0,0,0,0,0,0
1/17/2008,0.01126704,0.004694307,0.004025723,286.03,79.5,4.0259,3.992,0,0,0,0.606362784,0.606362784,10.87440517,0,93.58,0,0,0,0,0,0
1/18/2008,-0.011187064,0.003022442,0.001714798,285.96,79.5,4.024,3.993,0,0,0,0,0,10.87440517,0,104.86,0,0,0,0,0,0
1/21/2008,-0.005629712,0.022854921,0.011306118,285.96,79.5,3.981,3.994,0,0,0,0,0,10.87440517,0,100.25,0,0,0,0,0,0
1/22/2008,-0.03194456,-0.021773625,-0.009866401,303.52,79.5,3.9333,3.994,0,0,0,0,0,10.87440517,0,144.86,0,0,0,0,0,0
1/23/2008,-0.016541828,0.003973666,0.00395825,309.04,79.5,3.9234,3.994,0,0,0,0,0,10.87440517,0,113.35,0,0,0,0,0,0
1/24/2008,-0.013222588,-0.013517959,-0.004891884,285.63,79.5,3.9938,3.994,0,0,0,0,0,10.87440517,0,88.17,0,0,0,0,0,0
1/25/2008,-0.008182359,0.009146057,0.004039468,290.79,79.5,3.9749,3.994,0,0,0,0,0,10.87440517,0,105.77,0,0,0,0,0,0
1/28/2008,-0.030001032,-0.00530596,0.001549307,290,79.5,3.9938,3.992,0,0,0,0,0,10.87440517,0,100.28,0,0,0,0,0,0
1/29/2008,-0.021571698,-0.001832236,-0.002169703,285,79.5,4.0035,3.993,0,0,0,0,0,10.87440517,0,96.36,0,0,0,0,0,0
1/30/2008,-0.071939105,-0.004480191,0.001317881,277.85,79.5,3.9838,3.993,0,0,0,0,0,10.87440517,0,109.3,0,0,0,0,0,0
1/31/2008,-0.027874572,0,-3.87E-05,287.53,79.5,3.9738,3.993,0,0,0,0,0,10.87440517,1123.6,117.1,0,0,0,0,0,0
2/1/2008,-0.011266745,0.001035673,-0.002909516,290.57,79.5,4.005,3.993,0,0,0,0,0,10.87440517,0,101.07,0,0,0,0,0,0
2/4/2008,-0.009608482,-0.003398719,-0.00155521,284.95,79.5,3.9935,3.994,0,0,0,0,0,10.87440517,0,92.73,0,0,0,0,0,0
2/5/2008,0.016763492,0.022254841,0.010027378,294.05,79.5,3.9629,3.995,0,0,0,0,0,10.87440517,0,100.51,0,0,0,0,0,0
2/6/2008,-0.000299234,0.02038892,0.019115788,294.17,79.5,3.9725,3.996,0,0,0,0,0,10.87440517,0,104.28,0,0,0,0,0,0
2/7/2008,-0.03731948,0.004138508,-0.005837109,285.22,79.5,3.9354,3.996,0,0,0,0,0,10.87440517,0,90.89,0,0,0,0,0,0
2/8/2008,-0.052030446,0.011551961,0.012992101,298.85,79.5,3.9087,3.996,0,0,0,0,0,10.87440517,0,87.03,0,0,0,0,0,0
2/11/2008,-0.063750663,-0.010451246,-0.009576667,299.81,79.5,3.9475,3.995,0,0,0,0,0,10.87440517,0,82.15,0,0,0,0,0,0
2/12/2008,-0.020701008,-0.006899434,-0.002465531,294.46,79.5,3.961,3.995,0,0,0,0,0,10.87440517,0,78.73,0,0,0,0,0,0
2/13/2008,-0.011555394,-0.003828977,-0.004529631,291.8,79.5,3.9785,3.995,0,0,0,0,0,10.87440517,0,80.55,0,0,0,0,0,0
2/14/2008,-0.015478097,-0.001669357,0.003009354,287.28,79.5,3.9805,3.996,0,0,0.313434209,0,0.313434209,10.87440517,0,78.51,0,0,0,0,0,0
2/15/2008,-0.012262759,0.000389766,0.002734837,293.06,79.5,3.9825,3.996,0,0,0,0,0,10.87440517,0,88.32,0,0,0,0,0,0
2/18/2008,-0.019533065,-0.000612557,-0.001974409,293.06,79.5,3.986,3.995,0,0,0,0,0,10.87440517,0,88.33,0,0,0,0,0,0
2/19/2008,-0.005083805,0.001892148,0.006780201,291.09,79.5,4.0005,3.996,0,0,0,0,0,10.87440517,0,85.25,0,0,0,0,0,0
2/20/2008,-0.049613102,0.003939744,0.003015456,283.44,79.5,4.0016,3.996,0,0,0,0,0,10.87440517,0,85.98,0,0,0,0,0,0
2/21/2008,-0.043529265,-0.010410092,-0.00361964,291.33,79.5,4.0062,3.996,0,0,0,0,0,10.87440517,0,90.51,0,0,0,0,0,0
2/22/2008,-0.025233778,-0.00162415,-0.001096015,287.24,79.5,4.005,3.996,0,0,0,0,0,10.87440517,0,89.3,0,0,0,0,0,0
2/25/2008,0.019178573,-0.012521314,-0.011983025,276.98,79.5,4.0015,3.994,0,0,0,0,0,10.87440517,0,91.28,0,0,0,0,0,0
2/26/2008,0.007026814,-0.023952209,-0.014222359,277.94,79.5,4.0025,3.994,0,0,0,0,0,10.87440517,0,99.49,0,0,0,0,0,0
2/27/2008,-0.025692634,-0.007468818,0.002326394,279.63,79.5,3.991,3.994,0,0,0,0,0,10.87440517,0,112.35,0,0,0,0,0,0
2/28/2008,-0.032569935,0.00286575,0.007562056,293.39,79.5,3.9805,3.993,0,0,0,0.432058712,0.432058712,10.87440517,0,117.58,0,0,0,0,0,0
2/29/2008,-0.061890906,0.016966735,0.015976547,305.59,128.7,3.9515,3.993,0,0,0,0,0,11.09598543,444.5,121.95,0,0,0,0,0,0
3/3/2008,-0.042146423,-0.007723827,-0.006146861,308.07,128.7,3.97,3.994,0,0,0,0,0,11.09598543,0,137.12,0,0,0,0,0,0
3/4/2008,-0.03540621,0.005712158,0.006525061,299.48,128.7,3.9768,3.995,0,0,0,0,0,11.09598543,0,136.45,0,0,0,0,0,0
3/5/2008,-0.069125058,-0.012155741,-0.008925748,292.61,128.7,3.9846,3.995,0,0,0,0,0,11.09598543,0,151.02,0,0,0,0,0,0
3/6/2008,-0.016239282,0.004358318,0.012172382,297.79,128.7,4.0091,3.996,0,0,0,0,0,11.09598543,0,163.33,0,0,0,0,0,0
3/7/2008,-0.050705238,0.002779388,0.000828844,310.28,128.7,3.9774,3.997,0,0,0,0,0,11.09598543,0,150.04,0,0,0,0,0,0
3/10/2008,0.039095992,-0.003127355,-0.003546237,319.07,128.7,3.981,4.003,0,0,0,0,0,11.09598543,0,157.54,0,0,0,0,0,0
3/11/2008,-0.016015219,-0.013548444,-0.014273722,302.56,128.7,4.014,4.006,0,0,0,0,0,11.09598543,0,139.81,0,0,0,0,0,0
3/12/2008,-0.040150658,-0.019713262,-0.005882709,312.04,128.7,3.9985,4.006,0,0,0,0,0,11.09598543,0,144.21,0,0,0,0,0,0
3/13/2008,-0.025586902,-0.008672663,-0.003244499,311.19,128.7,3.9835,4.006,0,0,0,0,0,11.09598543,0,144.33,0,0,0,0,0,0
3/14/2008,-0.021895718,0.001752637,0.004554761,324.03,128.7,3.9725,4.006,0,0,0,0,0,11.09598543,0,160.16,0,0,0,0,0,0
3/17/2008,-0.059577166,-0.003144847,0.000154036,339.14,128.7,3.9355,4.007,0,0,0,0,0,11.09598543,0,158.01,0,0,0,0,0,0
3/18/2008,-0.026806666,-0.004979364,-0.011696946,319.57,128.7,3.9765,4.007,0,0,0,0,0,11.09598543,0,166.56,0,0,0,0,0,0
3/19/2008,-0.003455881,0.002674936,0.002684565,326.95,128.7,3.9855,4.008,0,0,0,0,0,11.09598543,0,203.88,0,0,0,0,0,0
3/20/2008,-0.013567379,0.014226534,0.001514181,326.52,128.7,3.9875,4.01,0,0,0,0,0,11.09598543,0,203.62,0,0,0,0,0,0
3/21/2008,0.001335588,-0.001497499,-0.001086872,326.52,128.7,3.9885,4.016,0,0,0,0,0,11.09598543,0,170.815,0,0,0,0,0,0
3/24/2008,-0.039324398,-0.003422707,-0.004125322,310.98,128.7,3.995,4.019,0,0,0,0,0,11.09598543,0,155.7375,0,0,0,0,0,0
3/25/2008,-0.051554278,-0.014846508,-0.000390061,312.27,128.7,4.008,4.022,0,0,0,0,0,11.09598543,0,138.01,0,0,0,0,0,0
3/26/2008,-0.078901337,-0.011420275,0.001208695,314.97,128.7,4.0225,4.022,0,0,0,0,0,11.09598543,0,140.66,0,0,0,0,0,0
3/27/2008,-0.038162022,0.004313273,-0.000155879,311.55,128.7,4.0075,4.023,0,0,1.420760601,0,1.420760601,11.09598543,0,143.16,0,0,0,0,0,0
3/28/2008,-0.040408838,0.000676112,0.00183004,317.48,128.7,3.9925,4.025,0,0,0,0,0,11.09598543,0,133.07,0,0,0,0,0,0
3/31/2008,-0.061729096,0.014638871,0.013868991,324.46,175.6,3.9985,4.031,0,0,0,0,0,11.09598543,258.4,137.25,0,0,0,0,0,0
4/1/2008,-0.029021553,0.000665839,-0.010102654,312.86,175.6,4.009,4.032,0,0,0,0,0,11.09598543,0,129.63,0,0,0,0,0,0
4/2/2008,-0.083745547,-0.005947702,-0.001396161,307.91,175.6,4.0161,4.032,0,0,0,0,0,11.09598543,0,133.3,0,0,0,0,0,0
4/3/2008,-0.022842064,-0.001035354,-0.001087252,305.95,175.6,4.004,4.033,0,0,0,0,0,11.09598543,0,134.01,0,0,0,0,0,0
4/4/2008,-0.02624205,-0.007032163,-0.003619737,310.86,175.6,3.991,4.033,0,0,0,0,0,11.09598543,0,136.07,0,0,0,0,0,0
4/7/2008,0.013071702,-0.009742939,-0.011411665,302.16,175.6,3.995,4.034,0,0,0,0,0,11.09598543,0,132.28,0,0,0,0,0,0
4/8/2008,-0.010883637,0.000185879,3.94E-05,301.19,175.6,4.0075,4.035,0,0,0,0,0,11.09598543,0,134.3,0,0,0,0,0,0
4/9/2008,-0.013916109,-0.00503091,0.002756884,309.84,175.6,4.003,4.034,0,0,0,0,0,11.09598543,0,142.03,0,0,0,0,0,0
4/10/2008,0.002932289,-0.005244112,-0.010874615,303.99,175.6,4.0035,4.034,0,0,0,2.62424,2.62424,11.09598543,0,147.61,0,0,0,0,0,0
4/11/2008,0.009413876,-0.000500877,0.003571999,306.33,175.6,3.994,4.033,0,0,0,0,0,11.09598543,0,153.05,0,0,0,0,0,0
4/14/2008,-0.008443862,-0.004707959,-0.00317448,304.25,175.6,4.0022,4.032,0,0,0,0,0,11.09598543,0,163.85,0,0,0,0,0,0
4/15/2008,-0.009171181,0.003078375,0.000317902,297.52,175.6,4.0065,4.032,0,0,0,0,0,11.09598543,0,158.42,0,0,0,0,0,0
4/16/2008,-0.051834953,-0.004211591,0.005863028,284.17,175.6,4.0105,4.032,0,0,0,0,0,11.09598543,0,161.23,0,0,0,0,0,0
4/17/2008,-0.058665207,0.003772403,0.001302623,283.98,175.6,4.0125,4.032,0,0,0,0,0,11.09598543,0,154.27,0,0,0,0,0,0
4/18/2008,-0.043514121,0.002757412,-0.003002531,283.47,175.6,4.0075,4.032,0,0,0,0,0,11.09598543,0,156.12,0,0,0,0,0,0
4/21/2008,-0.051828896,-0.008673844,-0.002337144,288.31,175.6,4.0205,4.031,0,0,0,0,0,11.09598543,0,162.49,0,0,0,0,0,0
4/22/2008,-0.041197505,-0.006459807,-0.001825977,289.84,175.6,4.0592,4.032,0,0,0,0,0,11.09598543,0,165.53,0,0,0,0,0,0
4/23/2008,-0.020620104,0.005575634,-0.000834708,289.51,175.6,4.0405,4.032,0,0,0,0,0,11.09598543,0,170.65,0,0,0,0,0,0
4/24/2008,-0.011220605,0.01635631,0.003255392,283.03,175.6,4.0367,4.032,0,0,0,0,0,11.09598543,0,166.28,0,0,0,0,0,0
4/25/2008,-0.010959964,0.006320115,0.002968242,280.74,175.6,4.0479,4.032,0,0,0,0,0,11.09598543,0,155.6,0,0,0,0,0,0
4/28/2008,-0.055513375,-0.004333031,-0.002849343,282.91,175.6,4.0475,4.032,0,0,0,0,0,11.09598543,0,153.27,0,0,0,0,0,0
4/29/2008,-0.034651176,0.009753766,0.00454717,282.37,175.6,4.032,4.032,0,0,0,0,0,11.09598543,0,141.36,0,0,0,0,0,0
4/30/2008,-0.008281531,-0.007646806,-0.00438866,283.3,113.1,4.034,4.032,0,0,0,0,0,9.871943223,646.5,147.28,0,0,0,0,0,0
5/1/2008,-0.029458904,0.008383726,-0.001149767,279.83,113.1,4.033,4.032,0,0,0,0,0,9.871943223,0,138.68,0,0,0,0,0,0
5/2/2008,-0.02724293,0.002268757,-0.000952532,272.13,113.1,4.0425,4.03,0,0,0,0,0,9.871943223,0,127.02,0,0,0,0,0,0
5/5/2008,-0.056069479,-0.002882819,0.001785254,271.18,113.1,4.0475,4.031,0,0,0,0,0,9.871943223,0,120.23,0,0,0,0,0,0
5/6/2008,-0.048184619,-0.004432413,-0.001745547,268.85,113.1,4.042,4.031,0,0,0,0,0,9.871943223,0,113.44,0,0,0,0,0,0
5/7/2008,-0.02925329,0.011166445,0.00170591,272.67,113.1,4.047,4.031,0,0,0,0,0,9.871943223,0,107.04,0,0,0,0,0,0
5/8/2008,-0.038255104,0.000792852,0.000832062,280.51,113.1,4.048,4.032,0,0,0.731700495,0,0.731700495,9.871943223,0,106.19,0,0,0,0,0,0
5/9/2008,-0.054913426,-0.007834057,-0.002021925,284.8,113.1,4.042,4.032,0,0,0,0,0,9.871943223,0,100.08,0,0,0,0,0,0
5/12/2008,-0.036656043,-0.01329848,-0.00864909,284.56,113.1,4.037,4.033,0,0,0,0,0,9.871943223,0,89.15,0,0,0,0,0,0
5/13/2008,-0.071078915,0.002611779,-0.00272578,275.24,113.1,4.0395,4.033,0,0,0,0,0,9.871943223,0,85.77,0,0,0,0,0,0
5/14/2008,-0.081451274,0.001923376,0.002125144,273.72,113.1,4.0355,4.033,0,0,0,0,0,9.871943223,0,90.22,0,0,0,0,0,0
5/15/2008,-0.039028345,0.001548419,-0.000240356,280.03,113.1,4.038,4.033,0,0,0,0,0,9.871943223,0,89.08,0,0,0,0,0,0
5/16/2008,-0.076531418,-0.018678121,-0.01034985,275.58,113.1,4.039,4.033,0,0,0,0,0,9.871943223,0,85.7,0,0,0,0,0,0
5/19/2008,-0.078701927,-0.000252255,-0.004462844,275.46,113.1,4.0475,4.033,0,0,0,0,0,9.871943223,0,82.93,0,0,0,0,0,0
5/20/2008,-0.0669431,-0.013845007,-0.0052592,279.77,113.1,4.065,4.033,0,0,0,0,0,9.871943223,0,79.85,0,0,0,0,0,0
5/21/2008,-0.041202509,-0.008477348,0.001021388,277.46,113.1,4.0705,4.033,0,0,0,0,0,9.871943223,0,77.92,0,0,0,0,0,0
5/22/2008,-0.062003391,0.004761301,0.00085716,269.56,113.1,4.0725,4.033,0,0,0,0,0,9.871943223,0,77.93,0,0,0,0,0,0
5/23/2008,-0.050918542,-0.003794339,-0.001715056,276.87,113.1,4.071,4.033,0,0,0,0,0,9.871943223,0,79.74,0,0,0,0,0,0
5/26/2008,-0.047178862,-0.005621441,-0.001022265,276.87,113.1,4.0775,4.034,0,0,0,0,0,9.871943223,0,77.635,0,0,0,0,0,0
5/27/2008,-0.04358437,0.009223194,0.000245439,272.52,113.1,4.0795,4.034,0,0,0,0,0,9.871943223,0,75.53,0,0,0,0,0,0
5/28/2008,-0.038485705,-0.001927897,-0.005701527,269.02,113.1,4.0735,4.034,0,0,0,0,0,9.871943223,0,77,0,0,0,0,0,0
5/29/2008,-0.051585599,-0.002769817,-0.010586485,263.26,113.1,4.0725,4.035,0,0,0,0,0,9.871943223,0,78.21,0,0,0,0,0,0
5/30/2008,-0.055920488,-0.002130889,-0.000124727,261.11,94.5,4.08,4.035,0,0,0,0,0,9.871943223,0,80.16,0,0,0,0,0,0
6/2/2008,-0.049483604,0.001679262,0.001371144,265.69,94.5,4.0755,4.038,0,0,0,0,0,9.871943223,0,84.87,0,0,0,0,0,0
6/3/2008,-0.048986317,0.01065547,0.004391605,271.57,94.5,4.0755,4.038,0,0,0,0,0,9.871943223,0,82.94,0,0,0,0,0,0
6/4/2008,-0.087262219,0.00178617,0.001404553,266.88,94.5,4.079,4.039,0,0,0,0,0,9.871943223,0,82.83,0,0,0,0,0,0
6/5/2008,-0.076318412,-0.004919666,0.004982612,262.73,94.5,4.189,4.039,0,0,0,0,0,9.871943223,0,83.34,0,0,0,0,0,0
6/6/2008,-0.067237095,0.008101342,0.02185835,272.21,94.5,4.194,4.039,0,0,0,0,0,9.871943223,0,86.26,0,0,0,0,0,0
6/9/2008,-0.080931944,0.00165048,-0.008637445,274.97,94.5,4.2055,4.04,0,0,0,0,0,9.871943223,0,80.73,0,0,0,0,0,0
6/10/2008,-0.042670324,0.020280086,0.008476679,261.94,94.5,4.205,4.041,0,0,0,0,0,9.871943223,0,77.88,0,0,0,0,0,0
6/11/2008,-0.076026838,-0.010496816,-0.004794626,265.77,94.5,4.2115,4.041,0,0,0,0,0,9.871943223,0,85.24,0,0,0,0,0,0
6/12/2008,-0.075531254,0.004199448,-0.003357812,260.3,94.5,4.214,4.041,0,0,0,0,0,9.871943223,0,78.94,0,0,0,0,0,0
6/13/2008,-0.037821397,0.003184816,-0.000486401,258.82,94.5,4.221,4.042,0,0,0,0,0,9.871943223,0,84.78,0,0,0,0,0,0
6/16/2008,-0.045379645,-0.002622052,0.003844213,261.42,94.5,4.2365,4.042,0,0,0,0,0,9.871943223,0,86.71,0,0,0,0,0,0
6/17/2008,-0.045952811,-0.010810237,-0.008517594,261.98,94.5,4.24,4.043,0,0,0,0,0,9.871943223,0,83.21,0,0,0,0,0,0
6/18/2008,-0.040745626,-0.009779097,-0.008180005,267.73,94.5,4.242,4.043,0,0,0,0,0,9.871943223,0,88.73,0,0,0,0,0,0
6/19/2008,-0.040590181,-0.009489075,-0.011690242,266.07,94.5,4.2645,4.043,0,0,0.19974328,0,0.19974328,9.871943223,0,89.64,0,0,0,0,0,0
6/20/2008,-0.025079038,-0.012184997,-0.005583348,275.19,94.5,4.2645,4.044,0,0,0,0,0,9.871943223,0,94.85,0,0,0,0,0,0
6/23/2008,-0.002745476,0.003125206,-0.002593927,274.46,94.5,4.262,4.043,0,0,0,0,0,9.871943223,0,92.04,0,0,0,0,0,0
6/24/2008,-0.016160488,-0.003320856,0,282.81,94.5,4.253,4.043,0,0,0,0,0,9.871943223,0,97.6,0,0,0,0,0,0
6/25/2008,-0.057566691,-0.021625315,-0.015493714,286.21,94.5,4.2605,4.044,0,0,0,0,0,9.871943223,0,101.57,0,0,0,0,0,0
6/26/2008,-0.011405069,0.006973761,0.012851039,300.73,94.5,4.267,4.043,0,0,0,0,0,9.871943223,0,109.01,0,0,0,0,0,0
6/27/2008,-0.001700003,-0.006640572,-0.003998238,308.51,94.5,4.258,4.043,0,0,0,0,0,9.871943223,0,113.21,0,0,0,0,0,0
6/30/2008,0.022730765,-0.004540909,-0.007407285,308.42,133.8,4.2935,4.042,0,0,0,0,0,9.663283668,183.4,105.25,0,0,0,0,0,0
7/1/2008,0.001185045,0.000267684,0.002757686,312.43,133.8,4.302,4.043,0,0,0,0,0,9.663283668,0,92.34,0,0,0,0,0,0
7/2/2008,-0.003998225,-0.00355264,0.002327502,314.83,133.8,4.3195,4.042,0,0,0,0,0,9.663283668,0,97.83,0,0,0,0,0,0
7/3/2008,0.012345476,0.004221536,-0.007339405,315.54,133.8,4.2995,4.042,0,0,0,0,0,9.663283668,0,94.81,0,0,0,0,0,0
7/4/2008,0.035004578,-0.003885842,-0.003711371,315.54,133.8,4.3115,4.042,0,0,0,0,0,9.663283668,0,95.65,0,0,0,0,0,0
7/7/2008,0.018457904,-0.010934234,-0.009662741,318.31,133.8,4.311,4.043,0,0,0,0,0,9.663283668,0,97.9,0,0,0,0,0,0
7/8/2008,0.015840469,0.001898434,-0.001641185,323.17,133.8,4.314,4.043,0,0,0,0,0,9.663283668,0,93.61,0,0,0,0,0,0
7/9/2008,0.027357011,-0.00101657,0.003451999,323.49,133.8,4.32,4.044,0,0,0,0,0,9.663283668,0,99.95,0,0,0,0,0,0
7/10/2008,0.037721292,-0.006735407,-0.003884338,325.57,133.8,4.3155,4.047,0,0,0,0,0,9.663283668,0,112.87,0,0,0,0,0,0
7/11/2008,0.029952577,-0.00781254,0.001512369,316.09,133.8,4.3175,4.051,0,0,0,0,0,9.663283668,0,121.32,0,0,0,0,0,0
7/14/2008,0.054299787,-0.003100778,-0.004847655,321.12,133.8,4.3075,4.062,0,0,0,0,0,9.663283668,0,133.58,0,0,0,0,0,0
7/15/2008,0.024431782,0.005162634,0.005451963,326.17,133.8,4.309,4.066,0,0,0,0,0,9.663283668,0,145.67,0,0,0,0,0,0
7/16/2008,0.037470619,0.001372213,-0.003891224,317.12,133.8,4.313,4.069,0,0,0,0,0,9.663283668,0,143.2,0,0,0,0,0,0
7/17/2008,0.024357465,-0.00729428,-0.005037794,304.89,133.8,4.317,4.073,0,0,0,0,0,9.663283668,0,139.25,0,0,0,0,0,0
7/18/2008,0.023231837,-0.004221898,-0.005107063,301.15,133.8,4.3435,4.077,0,0,0,0,0,9.663283668,0,133.57,0,0,0,0,0,0
7/21/2008,-0.027181496,-0.004727484,-8.75E-05,299.43,133.8,4.338,4.087,0,0,0,0,0,9.663283668,0,137.52,0,0,0,0,0,0
7/22/2008,0.011738423,0.014871448,0.006064988,297.47,133.8,4.342,4.091,0,0,0,0,0,9.663283668,0,125.94,0,0,0,0,0,0
7/23/2008,0.022817937,0.024282257,0.018959548,290.81,133.8,4.338,4.095,0,0,0,0,0,9.663283668,0,125.29,0,0,0,0,0,0
7/24/2008,0.018913535,-0.005981804,-0.007282729,302.56,133.8,4.339,4.099,0,0,0,0,0,9.663283668,0,115.6,0,0,0,0,0,0
7/25/2008,0.004995385,-0.005746559,-0.003575047,294.79,133.8,4.342,4.103,0,0,0,0,0,9.663283668,0,107.26,0,0,0,0,0,0
7/28/2008,-0.006195255,-0.006325476,-0.00471444,302.57,133.8,4.3385,4.114,0,0,0,0,0,9.663283668,0,110.65,0,0,0,0,0,0
7/29/2008,0.007091339,0.00713876,-0.002648088,299.27,133.8,4.34,4.118,0,0,0,0,0,9.663283668,0,108.81,0,0,0,0,0,0
7/30/2008,0.005098826,0.00385409,0.003298185,297.35,133.8,4.343,4.121,0,0,0,0,0,9.663283668,0,112.07,0,0,0,0,0,0
7/31/2008,0.040267434,0.012940608,0.014452486,308.26,110.5,4.341,4.124,0,0,0.858237965,0,0.858237965,9.695385282,437.1,113.19,0,0,0,0,0,0
8/1/2008,0.021116575,-0.00755629,-0.009697982,312.19,110.5,4.346,4.127,0,0,0,0,0,9.695385282,0,113.52,0,0,0,0,0,0
8/4/2008,-0.001048356,0.006689883,0.007175265,311.01,110.5,4.35,4.137,0,0,0,0,0,9.695385282,0,110.83,0,0,0,0,0,0
8/5/2008,-0.002989069,0.014627788,0.006571391,307.51,110.5,4.3465,4.139,0,0,0,0,0,9.695385282,0,107.08,0,0,0,0,0,0
8/6/2008,-0.014805797,0.002952467,0.000170111,303.5,110.5,4.345,4.142,0,0,0,0,0,9.695385282,0,116.35,0,0,0,0,0,0
8/7/2008,0.002390783,0.005618359,0.000255113,314.27,110.5,4.32,4.146,0,0,0,0,0,9.695385282,0,113.29,0,0,0,0,0,0
8/8/2008,0.00891653,0.02635961,0.00517323,318.29,110.5,4.3265,4.149,0,0,0,0,0,9.695385282,0,111.4,0,0,0,0,0,0
8/11/2008,0.020860534,0.012610508,0.005903703,312.19,110.5,4.326,4.16,0,0,0,0,0,9.695385282,0,99.14,0,0,0,0,0,0
8/12/2008,-0.000468031,-0.008052384,-0.006580636,318.06,110.5,4.324,4.163,0,0,0,0,0,9.695385282,0,95.05,0,0,0,0,0,0
8/13/2008,-0.001112722,0.006861198,0.006286277,316.73,110.5,4.328,4.166,0,0,0,0,0,9.695385282,0,97.11,0,0,0,0,0,0
8/14/2008,0.01100699,0.010421636,0.004113159,319.89,110.5,4.331,4.17,0,0,0,0,0,9.695385282,0,95.32,0,0,0,0,0,0
8/15/2008,0.005981258,0.011787713,0.002677042,323.13,110.5,4.321,4.174,0,0,0,0,0,9.695385282,0,97.58,0,0,0,0,0,0
8/18/2008,-0.020609722,-0.014834316,-0.01396565,326.48,110.5,4.323,4.186,0,0,0,0,0,9.695385282,0,104.87,0,0,0,0,0,0
8/19/2008,-0.061713417,-0.008065316,-0.002969627,325.08,110.5,4.3275,4.188,0,0,0,0,0,9.695385282,0,101.88,0,0,0,0,0,0
8/20/2008,-0.070719316,-0.004719216,-0.006564388,329.28,110.5,4.32,4.191,0,0,0,0,0,9.695385282,0,113.2,0,0,0,0,0,0
8/21/2008,-0.048680393,-0.009951592,-0.000128307,326.58,110.5,4.323,4.195,0,0,0,0,0,9.695385282,0,110.01,0,0,0,0,0,0
8/22/2008,-0.04076912,0.006919564,0.000128307,324.29,110.5,4.323,4.198,0,0,0,0,0,9.695385282,0,112.02,0,0,0,0,0,0
8/25/2008,-0.058031066,0.004103671,0.00136758,330.76,110.5,4.3245,4.21,0,0,0,0,0,9.695385282,0,111.455,0,0,0,0,0,0
8/26/2008,-0.013470901,0.013952114,0.007191673,331.91,110.5,4.323,4.212,0,0,0,0,0,9.695385282,0,110.89,0,0,0,0,0,0
8/27/2008,0.002882388,-0.001056787,0.003639908,332.41,110.5,4.32,4.215,0,0,0,0,0,9.695385282,0,114.02,0,0,0,0,0,0
8/28/2008,0.004725798,0.009902297,0.008581577,328.19,110.5,4.319,4.218,0,0,0,0,0,9.695385282,0,107.89,0,0,0,0,0,0
8/29/2008,-0.015953355,-0.005991556,-0.007990286,322.73,124.8,4.324,4.222,0,0,0,0,0,9.695385282,0,110.03,0,0,0,0,0,0
9/1/2008,-0.003907774,0.011212537,0.006984503,322.73,124.8,4.323,4.232,0,0,0,0,0,9.695385282,0,109.98,0,0,0,0,0,0
9/2/2008,-0.012445308,0.002019646,-0.004412235,329.89,124.8,4.324,4.234,0,0,0,0,0,9.695385282,0,113.36,0,0,0,0,0,0
9/3/2008,-0.009363021,0.009129149,0.007635546,336.02,124.8,4.325,4.237,0,0,0,0,0,9.695385282,0,113.39,0,0,0,0,0,0
9/4/2008,0.00151754,0.022642477,0.010642379,343.2,124.8,4.323,4.241,0,0,0,0,0,9.695385282,0,114.54,0,0,0,0,0,0
9/5/2008,-0.009149326,0.00366539,-0.000206778,347.17,124.8,4.324,4.244,0,0,0,0,0,9.695385282,0,104.28,0,0,0,0,0,0
