,Swap 3M 5Y spread,dUSDHUF,dEURHUF,EMBI,HUN 5Y USD CDS,OIS 3M spread,EUR 3M REPO,Eurozone AAA,Volume AAA bond,HUF 3Y overquote,HUF 5Y overquote,HUF 3Y HUF 5Y overquote,Assets/lt f debt,ECB DEPOSIT ,TED spread,Swap tender,Deviza tender DUMMY,FX tender,Swap 3M spread EURHUF,Swap 3M spread HUFEUR,Swap 3M spread
10/7/2010,0.131100547,0.012767652,0.012247146,300.2,320.815,0.719,0.389,-0.000949906,0,0.939289909,0.863335818,0.906738152,12.80295304,0,17.45,0,0,0,0,0,0
10/8/2010,0.16083492,0.00086231,0.002511512,299.31,320.815,0.721,0.391,-0.000223639,0,0,0,0,12.80295304,0,17.45,0,0,0,0,0,0
10/11/2010,0.15600016,-0.000456424,-0.005577544,293.76,320.815,0.727,0.393,0.000111826,0,0,0,0,12.80295304,0,17.45,0,0,0,0,0,0
10/12/2010,0.152521098,-0.002641204,0.000876969,288.21,320.815,0.712,0.392,0.001564246,0,0,0,0,12.80295304,0,17.45,0,0,0,0,0,0
10/13/2010,0.106465666,-0.008529817,-0.005861037,280.57,320.815,0.696,0.396,-0.000837685,0,0,0,0,12.80295304,0,16.74,1,0,1,0.073134957,0,0.073134957
10/14/2010,0.102577872,-0.001488668,0.007320945,276.64,320.815,0.731,0.396,-0.000782473,0,0,0,0,12.80295304,0,15.42,0,0,0,0,0,0
10/15/2010,0.103410919,0.007319291,-0.000474236,275.44,320.815,0.74,0.399,-0.001342808,270,0,0,0,12.80295304,0,15.42,0,0,0,0,0,0
10/18/2010,0.104102515,0.008328726,0.005313161,285.45,320.815,0.775,0.407,-0.003870647,0,0,0,0,12.80295304,0,15.42,0,0,0,0,0,0
10/19/2010,0.16617728,0.022651535,0.007629071,291.99,320.815,0.794,0.409,-0.001800181,0,0,0,0,12.80295304,0,15.93,0,0,0,0,0,0
10/20/2010,0.144882406,-0.022348137,-0.005200257,291.28,320.815,0.813,0.412,0,0,0,0,0,12.80295304,0,15.66,1,0,1,0.079362847,0,0.079362847
10/21/2010,0.147007636,0.000404388,-0.002719216,286.47,320.815,0.793,0.414,-0.00400576,0,1.04385511,1.623772059,1.333813585,12.80295304,0,16.67,0,0,0,0,0,0
10/22/2010,0.153032589,-0.004051254,-0.00108976,284.48,320.815,0.79,0.417,0.000452156,0,0,0,0,12.80295304,0,16.87,0,0,0,0,0,0
10/25/2010,0.153202862,-0.007640624,-0.007405415,279.85,320.815,0.796,0.424,0.002032177,56,0,0,0,12.80295304,0,17.38,0,0,0,0,0,0
10/26/2010,0.164777645,0.013156414,0.005477265,273.36,320.815,0.83,0.428,-0.001523745,0,0,0,0,12.80295304,0,16.67,0,0,0,0,0,0
10/27/2010,0.13797593,0.008342176,0.00207352,268.89,320.815,0.8178,0.431,-0.002714627,0,0,0,0,12.80295304,0,15.83,1,0,1,0.089481469,0,0.089481469
10/28/2010,0.151097265,-0.018129521,-0.00659924,271.44,320.815,0.836,0.434,-0.000339847,0,0,0,0,12.80295304,0,16.42,0,0,0,0,0,0
10/29/2010,0.148959097,-0.008803865,-0.007674691,282.5,290.71,0.821,0.436,0.001641525,0,0,0,0,12.80295304,0,17.54,0,0,0,0,0,0
11/1/2010,0.146960212,0.001643808,-0.001881746,278.08,290.71,0.819,0.447,0.001638835,0,0,0,0,12.80295304,0,18.45,0,0,0,0,0,0
11/2/2010,0.148227033,-0.009540827,0.000479997,279.18,290.71,0.826,0.449,0.001128668,0,0,0,0,12.80295304,0,17.33,0,0,0,0,0,0
11/3/2010,0.148933218,-0.002750177,0.004493396,274.07,290.71,0.8135,0.452,0.002872351,0,0,0,0,12.80295304,0,16.83,1,0,1,0.090460415,0,0.090460415
11/4/2010,0.145069445,-0.001716203,0.003045483,275.07,290.71,0.8155,0.455,0.002359287,0,0.579203948,1.407001204,0.99310299,12.80295304,0,17.1,0,0,0,0,0,0
11/5/2010,0.119442816,0.016006951,0.003620476,270.06,290.71,0.819,0.457,-0.001291301,0,0,0,0,12.80295304,0,17.1,0,0,0,0,0,0
11/8/2010,0.12950203,0.010598285,0.002661273,274.24,290.71,0.811,0.465,-0.000955513,5,0,0,0,12.80295304,0,17.51,0,0,0,0,0,0
11/9/2010,0.115017588,0.008780397,-0.001967931,268.46,290.71,0.777,0.465,-0.001069007,115,0,0,0,12.80295304,0,17.1,0,0,0,0,0,0
11/10/2010,0.075108126,0.000753334,0.001312384,277.39,290.71,0.784,0.469,-0.00095745,140,0,0,0,12.80295304,0,15.88,1,0,1,0.082596089,0,0.082596089
11/11/2010,0.097466876,0.017023806,0.008777713,276.985,290.71,0.7793,0.471,0.001238878,950,0,0,0,12.80295304,0,16.09,0,0,0,0,0,0
11/12/2010,0.087222123,-0.001580638,-0.000108344,276.58,290.71,0.753,0.474,-0.00439933,0,0,0,0,12.80295304,0,15.97,0,0,0,0,0,0
11/15/2010,0.105301467,0.008466701,0.000974677,272.3,290.71,0.746,0.486,-0.002037006,0,0,0,0,12.80295304,0,15.76,0,0,0,0,0,0
11/16/2010,0.057549097,0.008881573,0.001802452,290.52,290.71,0.7405,0.488,-0.003972763,0,0,0,0,12.80295304,0,15.66,0,0,0,0,0,0
11/17/2010,0.049104835,-0.007558984,-0.004656964,284.37,290.71,0.72,0.492,0.000113727,0,0,0,0,12.80295304,0,15.26,0,0,0,0,0,0
11/18/2010,0.034292503,-0.01434759,-0.006170395,281.36,290.71,0.719,0.495,-0.004159432,0,2.905035937,1.750452875,2.443202666,12.80295304,0,15.15,0,0,0,0,0,0
11/19/2010,0.072510996,-0.004828643,-0.002077449,282.86,290.71,0.735,0.498,-0.001028278,0,0,0,0,12.80295304,0,15.46,0,0,0,0,0,0
11/22/2010,0.080043094,0.006713938,0.003023627,289.15,290.71,0.7308,0.507,0.003594356,0,0,0,0,12.80295304,0,15.97,0,0,0,0,0,0
11/23/2010,0.076804687,0.023222678,0.004210533,297.81,290.71,0.7055,0.507,0.004659099,0,0,0,0,12.80295304,0,15.36,0,0,0,0,0,0
11/24/2010,0.0778902,0.002370185,-0.00057971,285.21,290.71,0.693,0.508,-0.003975923,0,0,0,0,12.80295304,0,13.54,1,0,1,0.120293977,0,0.120293977
11/25/2010,0.167228646,0.003328111,0.005529768,294.625,290.71,0.6955,0.508,-0.003192159,0,0,0,0,12.80295304,0,14.18,0,0,0,0,0,0
11/26/2010,0.160667471,0.018227435,0.009577346,308.1475,290.71,0.6858,0.509,0,0,0,0,0,12.80295304,0,14.23,0,0,0,0,0,0
11/29/2010,0.093685959,0.02119328,0.011958766,304.04,290.71,0.6855,0.513,-0.002057496,0,0,0,0,12.80295304,0,14.07,0,0,0,0,0,0
11/30/2010,0.147850895,0.001665125,-0.008786593,321.67,378.23,0.702,0.511,0.002685332,0,0,0,0,12.97577908,41920.3,14.51,0,0,0,0,0,0
12/1/2010,0.141579644,-0.015039978,-0.003814961,300.26,378.23,0.7033,0.514,-0.002628122,0,0,0,0,12.97577908,0,14.72,1,0,1,0.147238188,0,0.147238188
12/2/2010,0.140505127,-0.015889113,-0.010196843,293.67,378.23,0.687,0.515,-0.00177503,71,2.013925633,3.309221538,2.45705388,12.97577908,0,15.84,0,0,0,0,0,0
12/3/2010,0.127920127,-0.017502971,-0.001986815,286.15,378.23,0.7005,0.515,-0.00235247,0,0,0,0,12.97577908,0,17.16,0,0,0,0,0,0
12/6/2010,0.125164393,0.01602421,0.008031304,291.99,378.23,0.693,0.517,0.000402033,0,0,0,0,12.97577908,0,17.87,0,0,0,0,0,0
12/7/2010,0.128595819,0.002336394,-0.001435854,270.76,378.23,0.704,0.518,-0.003969972,0,0,0,0,12.97577908,0,17.04,0,0,0,0,0,0
12/8/2010,0.106064574,-0.003530538,-0.003562629,274.49,378.23,0.6705,0.519,0,0,0,0,0,12.97577908,0,16.73,1,0,1,0.086691891,0,0.086691891
12/9/2010,0.108418741,0.005909,0.004352603,276.64,378.23,0.673,0.522,-0.001788754,0,0,0,0,12.97577908,0,16.73,0,0,0,0,0,0
12/10/2010,0.111416443,0.000522503,0.000322992,272.52,378.23,0.669,0.525,5.78E-05,0,0,0,0,12.97577908,0,18.5,0,0,0,0,0,0
12/13/2010,0.114048366,-0.017581712,-0.006082547,278.27,378.23,0.666,0.533,-0.001040042,0,0,0,0,12.97577908,0,18.19,0,0,0,0,0,0
12/14/2010,0.118197756,-0.005865119,-0.0065194,264.8,378.23,0.645,0.535,-0.002662809,0,0,0,0,12.97577908,0,17.01,0,0,0,0,0,0
12/15/2010,0.144252348,0.014191482,0.00210534,270.74,378.23,0.651,0.537,0,0,0,0,0,12.97577908,0,16.7,1,0,1,0.076525394,0,0.076525394
12/16/2010,0.11502692,-0.009293434,-0.007388165,282.16,378.23,0.6625,0.538,-0.002379364,0,1.674834225,1.306758614,1.552142491,12.97577908,0,17.91,0,0,0,0,0,0
12/17/2010,0.157135424,0.0000967,-0.00402636,295.28,378.23,0.6495,0.539,0.001335463,0,0,0,0,12.97577908,0,20.24,0,0,0,0,0,0
12/20/2010,0.149801998,0.020254948,0.01575638,290.08,378.23,0.6565,0.539,0.003937925,0,0,0,0,12.97577908,0,20.14,0,0,0,0,0,0
12/21/2010,0.221181956,0.001184357,-0.000903,290.81,378.23,0.662,0.538,-0.000289026,0,0,0,0,12.97577908,0,17.6,0,0,0,0,0,0
12/22/2010,0.211128895,-0.001231761,-0.00141031,284.17,378.23,0.577,0.538,0.002540564,0,0,0,0,12.97577908,0,17.3,0,0,0,0,0,0
12/23/2010,0.242306904,0.004540518,0.005521387,282.35,378.23,0.578,0.537,-0.000519136,0,0,0,0,12.97577908,0,17.1,0,0,0,0,0,0
12/24/2010,0.298324642,0.003909107,0.004595893,281.005,378.23,0.5805,0.537,0,0,0,0,0,12.97577908,0,17.1,0,0,0,0,0,0
12/27/2010,0.27534371,-0.003909107,-0.000250793,279.66,378.23,0.5875,0.537,-0.002715431,0,0,0,0,12.97577908,0,17.705,0,0,0,0,0,0
12/28/2010,0.197500045,0.004473016,0.000179144,278.38,378.23,0.59,0.537,0.00190735,0,0,0,0,12.97577908,0,18.6175,0,0,0,0,0,0
12/29/2010,0.232140281,-0.006787996,0.001646621,285.49,378.23,0.5955,0.537,-0.000288759,0,0,0,0,12.97577908,0,18.31,1,0,1,0.108110097,0,0.108110097
12/30/2010,0.170328493,-0.005977531,-0.000930366,280.34,378.23,0.594,0.537,0.001385282,0,1.604007812,1.368968738,1.503276723,12.97577908,0,19.53,0,0,0,0,0,0
12/31/2010,0.233632419,-0.009610172,-0.002401478,288.52,378.22,0.6005,0.535,0,0,0,0,0,11.21767225,44655.1,18.31,0,0,0,0,0,0
1/3/2011,0.182066622,-0.001394197,-0.003162967,282.42,378.22,0.592,0.539,0.003397349,0,0,0,0,11.21767225,0,17.805,0,0,0,0,0,0
1/4/2011,0.223764423,-0.002311917,-0.006428568,270.62,378.22,0.605,0.537,0.001034186,285,0,0,0,11.21767225,0,17.3,0,0,0,0,0,0
1/5/2011,0.225069268,0.009597924,-0.002430487,263.52,378.22,0.605,0.536,-0.0038549,0,0,0,0,11.21767225,0,16.79,1,0,1,0.091696981,0,0.091696981
1/6/2011,0.220516191,0.014838263,0.003914892,271.86,378.22,0.604,0.533,-0.0001153,0,0,0,0,11.21767225,0,16.31,0,0,0,0,0,0
1/7/2011,0.208618135,0.013368433,0.005663898,281.63,378.22,0.598,0.531,0.002591048,0,0,0,0,11.21767225,0,16.82,0,0,0,0,0,0
1/10/2011,0.193350644,0.002735726,0.006168432,287.6,378.22,0.615,0.529,0,0,0,0,0,11.21767225,0,16.82,0,0,0,0,0,0
1/11/2011,0.192505556,-0.00762298,-0.005700881,280.97,378.22,0.633,0.526,-0.001035614,0,0,0,0,11.21767225,0,15.81,0,0,0,0,0,0
1/12/2011,0.178514089,-0.022364697,-0.010518613,278.37,378.22,0.65,0.525,0,0,0,0,0,11.21767225,0,16.11,1,0,1,0.126568334,0,0.126568334
1/13/2011,0.161108921,-0.01985416,-0.002619708,281.38,378.22,0.6798,0.521,-0.006352161,140,0,1.474791616,1.474791616,11.21767225,0,16.31,0,0,0,0,0,0
1/14/2011,0.172614764,0.004031578,0.005993371,281.4,378.22,0.687,0.517,0.000694927,0,0,0,0,11.21767225,0,15.81,0,0,0,0,0,0
1/17/2011,0.166957326,0.000629982,-0.00621199,280,378.22,0.711,0.503,-0.000173686,0,0,0,0,11.21767225,0,15.81,0,0,0,0,0,0
1/18/2011,0.126037258,-0.012381343,-0.005590996,278.6,378.22,0.7405,0.501,-0.003363882,0,0,0,0,11.21767225,0,15.81,0,0,0,0,0,0
1/19/2011,0.125564923,-0.007977587,-0.001430169,285.44,378.22,0.708,0.501,0.000871055,0,0,0,0,11.21767225,0,15.3,1,0,1,0.118611561,0,0.118611561
1/20/2011,0.10574002,0.010475935,0.010440718,281.65,378.22,0.76,0.5,-0.002790051,0,0,0,0,11.21767225,0,14.79,0,0,0,0,0,0
1/21/2011,0.11067331,-0.015034912,-0.00363822,284.13,378.22,0.757,0.499,-0.000990013,170,0,0,0,11.21767225,0,15.3,0,0,0,0,0,0
1/24/2011,0.09705951,0.000595829,0.001456877,283.2,378.22,0.735,0.496,0.00186274,0,0,0,0,11.21767225,0,15.3,0,0,0,0,0,0
1/25/2011,0.166642338,-0.001092625,0.002145026,290.6,378.22,0.825,0.498,-0.001163806,0,0,0,0,11.21767225,0,15.94,0,0,0,0,0,0
1/26/2011,0.152491907,-0.002288444,7.26E-05,281.51,378.22,0.796,0.498,-0.002331683,0,0,0,0,11.21767225,0,14.92,1,0,1,0.196948753,0,0.196948753
1/27/2011,0.187958976,-0.013134996,-0.011872502,289.34,378.22,0.828,0.499,-0.002103173,0,0,2.746668332,2.746668332,11.21767225,0,16.44,0,0,0,0,0,0
1/28/2011,0.161603356,0.012337786,0.003558266,305.23,378.22,0.855,0.5,0.001519402,0,0,0,0,11.21767225,0,16.44,0,0,0,0,0,0
1/31/2011,0.158029223,-0.006601344,-0.000659341,298.2,346.85,0.871,0.504,0.000992208,0,0,0,0,11.21505293,66476.2,15.94,0,0,0,0,0,0
2/1/2011,0.13248915,-0.018075069,-0.008426448,284.46,346.85,0.824,0.508,-0.00315513,0,0,0,0,11.21505293,0,16.04,0,0,0,0,0,0
2/2/2011,0.135412695,-0.006663957,-0.007790224,277.94,346.85,0.8455,0.511,-0.001581306,0,0,0,0,11.21505293,0,16.04,1,0,1,0.128392398,0,0.128392398
2/3/2011,0.119881011,0.015868894,0.003011994,277.44,346.85,0.826,0.514,0.002692579,0,0,0,0,11.21505293,0,16.85,0,0,0,0,0,0
2/4/2011,0.134330302,0.003184153,-0.000705703,270.34,346.85,0.815,0.516,-0.00292706,0,0,0,0,11.21505293,0,16.65,0,0,0,0,0,0
2/7/2011,0.137796465,-0.00161608,-0.001412902,273.47,346.85,0.783,0.52,0.000996162,42,0,0,0,11.21505293,0,17,0,0,0,0,0,0
2/8/2011,0.123880274,-0.000252749,0.002749602,265.86,346.85,0.8445,0.519,-0.002052004,0,0,0,0,11.21505293,0,17.2,0,0,0,0,0,0
2/9/2011,0.137904927,0.000909596,0.008755621,277.14,346.85,0.847,0.522,-0.001997416,0,0,0,0,11.21505293,0,18.12,1,0,1,0.173754644,0,0.173754644
2/10/2011,0.118663772,0.013047154,0.003561532,275.79,346.85,0.838,0.523,-0.000235253,0,0,1.37014316,1.37014316,11.21505293,0,20.25,0,0,0,0,0,0
2/11/2011,0.112624555,-0.003696123,-0.007357302,280.11,346.85,0.872,0.524,0.001469422,0,0,0,0,11.21505293,0,20.14,0,0,0,0,0,0
2/14/2011,0.133571866,0.007775934,0.002912606,287.68,346.85,0.8105,0.53,-0.000293712,0,0,0,0,11.21505293,0,20.45,0,0,0,0,0,0
2/15/2011,0.133201363,-0.000794755,-0.000699726,291.49,346.85,0.812,0.534,0.000117495,0,0,0,0,11.21505293,0,19.38,0,0,0,0,0,0
2/16/2011,0.130218133,-0.009135219,-0.003173317,286.05,346.85,0.795,0.535,0.003108598,26,0,0,0,11.21505293,0,20.7,0,0,0,0,0,0
2/17/2011,0.121032823,-0.006843483,-0.003813901,287.54,346.85,0.7865,0.536,0.003915958,0,0,0,0,11.21505293,0,22.43,0,0,0,0,0,0
2/18/2011,0.112910479,-0.004402507,0.001668057,286.85,346.85,0.7743,0.535,-0.003857398,0,0,0,0,11.21505293,0,22.33,0,0,0,0,0,0
2/21/2011,0.138282767,0.005512721,0.00454521,293.715,346.85,0.7958,0.534,0.003740726,0,0,0,0,11.21505293,0,22.33,0,0,0,0,0,0
2/22/2011,0.155142981,0.008487608,0.006321459,300.58,346.85,0.828,0.533,0.001457429,0,0,0,0,11.21505293,0,21.11,0,0,0,0,0,0
2/23/2011,0.164948474,-0.001401261,0.005699062,299.72,346.85,0.833,0.533,0.000698812,43,0,0,0,11.21505293,0,19.49,0,0,0,0,0,0
2/24/2011,0.109849186,-0.007288112,-0.003466714,302.75,346.85,0.847,0.533,0.000407415,29,0,0,0,11.21505293,0,19.39,0,0,0,0,0,0
2/25/2011,0.117366621,0.001864779,-0.001536492,300.95,346.85,0.849,0.534,-0.00052385,0,0,0,0,11.21505293,0,18.58,0,0,0,0,0,0
2/28/2011,0.098129092,-0.011495835,-0.007644286,303.7,302.83,0.848,0.542,-0.000931967,0,0,0,0,11.24832162,39248.2,17.46,0,0,0,0,0,0
3/1/2011,0.111353609,0.009126464,0.007058334,303.2,302.83,0.839,0.546,-0.000641231,120,0,0,0,11.24832162,0,17.46,0,0,0,0,0,0
3/2/2011,0.103318223,-0.011676445,-0.005325902,296.04,302.83,0.836,0.548,-0.001400479,0,0,0,0,11.24832162,0,18.78,0,0,0,0,0,0
3/3/2011,0.117229969,-0.005838386,0.001288162,283.8,302.83,0.959,0.549,-0.001460921,490,0,0,0,11.24832162,0,18.88,0,0,0,0,0,0
3/4/2011,0.083158568,-0.001850805,0,290.92,302.83,0.936,0.553,0,490,0,0,0,11.24832162,0,19.9,0,0,0,0,0,0
3/7/2011,0.103149196,-0.000514721,-0.002209295,288.15,302.83,0.949,0.551,-0.004395611,0,0,0,0,11.24832162,0,20.91,0,0,0,0,0,0
3/8/2011,0.109661979,0.009071635,0.004670586,280.81,302.83,0.922,0.548,-0.001057828,0,0,0,0,11.24832162,0,20.5,0,0,0,0,0,0
3/9/2011,0.087279172,-0.002196288,-0.001872969,287.04,302.83,0.917,0.549,0.000705343,0,0,0,0,11.24832162,0,21.82,1,0,1,0.158101924,0,0.158101924
3/10/2011,0.117918224,0.013257337,0.005206245,298.55,302.83,0.908,0.551,0.00299217,950,0,0,0,11.24832162,0,24.26,0,0,0,0,0,0
3/11/2011,0.119306323,-0.010959014,-0.003333275,296.28,302.83,0.8985,0.551,0.003392014,30,0,0,0,11.24832162,0,24.05,0,0,0,0,0,0
3/14/2011,0.114876148,-0.009534133,-0.003086762,300.01,302.83,0.8975,0.557,-0.000233563,0,0,0,0,11.24832162,0,23.5,0,0,0,0,0,0
3/15/2011,0.102942483,0.008870716,0.009158915,306.55,302.83,0.878,0.559,0.00541628,0,0,0,0,11.24832162,0,21.98,0,0,0,0,0,0
3/16/2011,0.154507295,0.007780162,0.000765543,318.13,302.83,0.883,0.562,0.002899898,0,0,0,0,11.24832162,0,22.48,1,0,1,0.157357968,0,0.157357968
3/17/2011,0.150607698,-0.010335878,-0.001714172,313.49,302.83,0.907,0.564,0,0,0,0,0,11.24832162,0,23.5,0,0,0,0,0,0
3/18/2011,0.206213297,-0.018023158,-0.006959735,309.21,302.83,0.922,0.571,-0.008024232,20,0,0,0,11.24832162,0,24.51,0,0,0,0,0,0
3/21/2011,0.190309291,-0.003811318,-0.000441193,303.23,302.83,0.94,0.574,-0.002513519,21,0,0,0,11.24832162,0,24,0,0,0,0,0,0
3/22/2011,0.169045234,-0.004193538,-0.005901245,303.97,302.83,0.9615,0.577,-0.000351226,0,0,0,0,11.24832162,0,22.28,0,0,0,0,0,0
3/23/2011,0.155598891,0.003670306,-0.004300285,302.06,302.83,0.972,0.58,0.000175629,0,0,0,0,11.24832162,0,22.38,1,0,1,0.152468895,0,0.152468895
3/24/2011,0.162132091,-0.015931968,-0.009593743,296.24,302.83,0.991,0.583,-0.000937043,0,2.604166667,0,2.604166667,11.24832162,0,23.45,0,0,0,0,0,0
3/25/2011,0.211912548,0.006677998,3.75E-05,291.28,302.83,0.992,0.591,-0.001465889,71,0,0,0,11.24832162,0,22.74,0,0,0,0,0,0
3/28/2011,0.208274923,0.003743447,0.004341487,290.98,302.83,1.02,0.592,-0.001468041,41,0,0,0,11.24832162,0,22.79,0,0,0,0,0,0
3/29/2011,0.213084899,-0.000789702,0.000709313,293.31,302.83,1.024,0.594,-0.00141135,0,0,0,0,11.24832162,0,21.07,0,0,0,0,0,0
3/30/2011,0.206824637,-0.007613042,-0.00658981,290.24,302.83,1.016,0.596,0.00041185,60,0,0,0,11.24832162,0,21.32,1,0,1,0.20968842,0,0.20968842
3/31/2011,0.205697707,-0.003934919,-0.001729519,298.81,259.4,1.024,0.598,-0.001177163,0,0,0,0,12.1527125,26941.5,21.17,0,0,0,0,0,0
4/1/2011,0.229138647,-0.00716504,-0.00169482,295.23,259.4,1.026,0.601,-0.001827346,0,0,0,0,12.1527125,0,24.52,0,0,0,0,0,0
4/4/2011,0.19493425,-0.000429392,-0.001471171,293.94,259.4,1.02,0.602,0.001002506,83,0,0,0,12.1527125,0,26.13,0,0,0,0,0,0
4/5/2011,0.192429717,-0.00430409,-0.003971636,290.2,259.4,1.0345,0.605,-0.001002506,10,0,0,0,12.1527125,0,22.79,0,0,0,0,0,0
4/6/2011,0.211829807,-0.005948536,0.001325632,282.42,259.4,1.037,0.607,-0.001298855,0,0,0,0,12.1527125,0,23.68,1,0,1,0.207083533,0,0.207083533
4/7/2011,0.220444582,0.001517533,-3.79E-05,283.47,259.4,1.075,0.609,0.000708675,0,1.06325,0.809201206,0.954371987,12.1527125,0,25.4,0,0,0,0,0,0
4/8/2011,0.226048179,-0.01308277,-0.000870965,281.64,259.4,1.103,0.619,-0.004378187,0,0,0,0,12.1527125,0,24.98,0,0,0,0,0,0
4/11/2011,0.239828831,0.007870183,0.004573553,282.74,259.4,1.09,0.618,0.000533507,20,0,0,0,12.1527125,0,24.73,0,0,0,0,0,0
4/12/2011,0.207174193,0.002066566,0.004928064,291.75,259.4,1.08,0.62,0.002663275,285,0,0,0,12.1527125,0,23.52,0,0,0,0,0,0
4/13/2011,0.229640244,0.00184542,-0.000600601,294.05,259.4,1.088,0.626,-0.000118217,0,0,0,0,12.1527125,0,22.73,1,0,1,0.219054024,0,0.219054024
4/14/2011,0.20804786,-0.0000542,0.003186567,294.34,259.4,1.082,0.635,0.001004402,0,0,0,0,12.1527125,0,20.96,0,0,0,0,0,0
4/15/2011,0.21217528,0.004221014,0.000149706,299.77,259.4,1.107,0.651,0.001711066,0,0,0,0,12.1527125,0,21.4,0,0,0,0,0,0
4/18/2011,0.216928071,0.017504395,0.003884515,307,259.4,1.1,0.668,0.001590434,11270,0,0,0,12.1527125,0,22.33,0,0,0,0,0,0
4/19/2011,0.208786944,-0.01540055,-0.008347888,307.58,259.4,1.134,0.672,0.004170221,18000,0,0,0,12.1527125,0,22.31,0,0,0,0,0,0
4/20/2011,0.214891987,-0.019260661,-0.006221857,300.45,259.4,1.151,0.677,-0.001349013,35,0,0,0,12.1527125,0,21.8,0,0,0,0,0,0
4/21/2011,0.225030296,-0.002585331,-0.000605396,300,259.4,1.1473,0.682,0.001407625,0,1.353146824,1.992366,1.637244425,12.1527125,0,22.31,0,0,0,0,0,0
4/22/2011,0.224722459,0,0.001323827,302.115,259.4,1.1485,0.6935,0.000732354,0,0,0,0,12.1527125,0,22.31,0,0,0,0,0,0
4/25/2011,0.206295288,0,0.001850419,304.23,259.4,1.16,0.70125,-0.001069417,0,0,0,0,12.1527125,0,22.31,0,0,0,0,0,0
4/26/2011,0.226870558,-0.004305355,-0.001245824,307.95,259.4,1.146,0.705,0.001801235,0,0,0,0,12.1527125,0,21.7,0,0,0,0,0,0
4/27/2011,0.232153717,-0.011292641,-0.001474341,304,259.4,1.201,0.709,-0.002871797,0,0,0,0,12.1527125,0,22.26,1,0,1,0.242023473,0,0.242023473
4/28/2011,0.230360837,-0.00381145,-0.001628079,303.89,259.4,1.216,0.712,0.003983136,0,0,0,0,12.1527125,0,23.75,0,0,0,0,0,0
4/29/2011,0.211776355,0.00241187,0.001438904,301.68,243.685,1.223,0.709,0.001285272,0,0,0,0,12.1527125,0,24.475,0,0,0,0,0,0
5/2/2011,0.220538577,-0.001850451,-0.000189211,299.95,243.685,1.23,0.722,-0.000876143,0,0,0,0,12.1527125,0,24.9925,0,0,0,0,0,0
5/3/2011,0.21537782,0.005931747,0.005435001,301.84,243.685,1.221,0.726,-0.00198877,0,0,0,0,12.1527125,0,25.2,0,0,0,0,0,0
5/4/2011,0.234542004,0.000278932,0.000451586,303.94,243.685,1.241,0.73,-0.002168753,0,0,0,0,12.1527125,0,25.51,0,0,0,0,0,0
5/5/2011,0.234268897,0.021138236,0.001691634,308.41,243.685,1.178,0.738,0,0,1.52479205,2.009136537,1.718529612,12.1527125,0,25.82,0,0,0,0,0,0
5/6/2011,0.224052406,0.009241205,-0.006254495,307.6,243.685,1.197,0.741,0.007249798,0,0,0,0,12.1527125,0,26.19,0,0,0,0,0,0
5/9/2011,0.23091767,-0.003197575,0.000226749,308.26,243.685,1.178,0.75,0.004301582,0,0,0,0,12.1527125,0,26.07,0,0,0,0,0,0
5/10/2011,0.215141798,-0.006808491,-0.003747946,301.32,243.685,1.194,0.75,-0.001044629,0,0,0,0,12.1527125,0,23.87,0,0,0,0,0,0
5/11/2011,0.23366838,0.022053756,0.006804033,304.87,243.685,1.1445,0.753,-0.000755133,0,0,0,0,12.1527125,0,24.71,1,0,1,0.25124799,0,0.25124799
5/12/2011,0.24528018,-0.000213869,0.00376011,298.89,243.685,1.1435,0.748,0.001799762,0,0,0,0,12.1527125,0,24.56,0,0,0,0,0,0
5/13/2011,0.256539287,0.017439683,0.008446122,301.38,243.685,1.16,0.751,0.001506985,0,0,0,0,12.1527125,0,24.02,0,0,0,0,0,0
5/16/2011,0.253365879,-0.005480043,-0.002869656,303.9,243.685,1.163,0.755,-0.002667751,0,0,0,0,12.1527125,0,24.02,0,0,0,0,0,0
5/17/2011,0.243721365,-0.006732961,-0.00093348,305.69,243.685,1.146,0.758,0.00208841,0,0,0,0,12.1527125,0,22.43,0,0,0,0,0,0
5/18/2011,0.222288928,0.002868375,0.003505374,299.9,243.685,1.173,0.762,-0.001275732,400,0,0,0,12.1527125,0,22.45,1,0,1,0.246310829,0,0.246310829
5/19/2011,0.21505514,-0.009646977,-0.005487238,298,243.685,1.177,0.771,-0.000986909,0,1.498371663,2.711570402,2.018313386,12.1527125,0,21.79,0,0,0,0,0,0
5/20/2011,0.25556445,0.016202644,0.006008265,299.78,243.685,1.167,0.775,0.003536748,0,0,0,0,12.1527125,0,21.69,0,0,0,0,0,0
5/23/2011,0.222163415,0.014023567,0.005824431,303.77,243.685,1.1605,0.79,0.002947383,0,0,0,0,12.1527125,0,21.12,0,0,0,0,0,0
5/24/2011,0.232504348,-0.007929511,-0.00404011,306.28,243.685,1.1805,0.797,-0.002368779,350,0,0,0,12.1527125,0,20.43,0,0,0,0,0,0
5/25/2011,0.232757981,0.004911191,0.003411074,307.35,243.685,1.154,0.804,0.002080204,16640,0,0,0,12.1527125,0,20.89,0,0,0,0,0,0
5/26/2011,0.224272605,-0.00606411,-0.00181532,315.6,243.685,1.146,0.815,0.003112215,0,0,0,0,12.1527125,0,20.84,0,0,0,0,0,0
