"","Swap.3M.5Y.spread","dUSDHUF","OIS.3M.spread","FED.funds.rate","TED.spread","ON.deposit.rate","US.AAA.10Y.spread","HUF.3Y.overquote","HUF.5Y.overquote","HUF.3Y.HUF.5Y.overquote","Assets.lt.f.debt","Swap.tender.DUMMY","FX.tender.DUMMY","Swap.3M.spread.EURHUF","Swap.3M.spread.HUFEUR","Swap.3M.spread","HUN.5Y.USD.CDS","EMBI","FX.tender"
"11/2/2011",-1.06147155349257,-0.604946351208574,-1.00580924783722,-0.679461896683714,-0.0252612414808022,-1.30178552930005,0.32358692576104,0,0,0,-0.395309472736961,-0.165057749298201,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,-0.252832694312642,-3.10460313886214e-11
"11/2/2012",-0.275016903527197,1.30038592994785,-1.46919606569813,-0.568567112253791,-1.50785221562466,-0.679744194578248,0.0839002540684465,0,0,0,-0.253972625088553,-0.387319164956335,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,0.0716790661977902,-2.16190152571301e-176
"11/2/2015",-0.317756032247586,0.794688756974438,-0.717384890420735,0.646866299417092,0.0372461350860098,-1.0875430364008,-0.183602328627975,0,0,0,-0.334019165239075,-0.387908511061104,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,-0.923813780355721,-3.50538378769037e-22
"11/2/2016",-0.804573878697001,-0.557109045584426,-1.41331017917186,-1.6639881577524,-0.0488103376125428,0.421124175399951,0.936225633188051,0,0,0,0.410778862381947,-3.3759012293204,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,0.466686848005063,-3.42957551483663
"11/2/2017",-3.3706409256222,-0.637985290386083,0.948636936615772,-0.292952180421398,-0.173697183628265,1.0584557463609,1.95345570303601,0,0,0,0.939749377841293,3.82617166189292,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,0.0827981567564983,3.59721049732867
"11/2/2018",-0.274181153247195,-0.229371016651415,1.15671777002085,1.05385586737654,-1.19205742356006,0.972995307105586,0.849227370466332,0,0,0,-0.0221048061631594,-0.00547546138169052,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,-1.20642208192646,-0.272572435979958
"11/20/2008",0.313241930558721,0.0537451080860976,-1.00871897340128,1.32459305505277,1.24954605850092,0.864168830404057,-0.635969855807232,0,0,0,-0.871919829779581,-1.15379017525573,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,2.59222520871994,-1.64807339164249
"11/20/2009",-0.559221631091742,0.785782055666201,-0.900605153177039,-0.902790079736859,-1.34779384744583,-1.00799544968028,-0.663110093894333,0,0,0,0.578805588059224,-0.00275105701217792,-0.0500002096927449,-0.00436536306650114,-0.0544665864892274,-0.00600029420482674,0,-0.35724404565989,-0.123598575650044
"11/20/2012",-0.0973733122737367,-0.370488393893521,-0.504810386839986,-0.688783386981592,-0.174767422106143,-1.48110935646349,0.346928782549744,0,0,0,-0.00425018164134343,-0.387623704543932,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,-0.460778761352068,-1.51569019677932e-189
"11/20/2013",-0.688695238141964,1.35552172882653,-1.09130238703295,-0.940074152985034,-0.93172009552351,-0.64037733740244,-0.532181943659371,0,0,0,0.256636503812075,-0.214010124938225,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,-0.498958585504064,-1.42825721114141e-27
"11/20/2014",-0.0317697252954299,-0.0645180775125389,-1.09507161643542,-0.728825213442905,-1.35441088525792,-1.23509143675033,-0.639844256594042,0,0,0,0.84015350119198,-0.256547602765178,0.0352775675550978,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,0.276679966376587,-0.289645998132366
"11/20/2015",-0.486058652713434,1.31986268215417,-0.731601265003986,-0.946968865768127,-1.79595422680387,-1.10388563923473,-0.29617971695323,0,0,0,-0.448562938903838,-0.387960226376338,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,-0.438523062585273,-2.00455960157187e-37
"11/20/2017",-0.534921406290277,1.20989730035151,1.09755093219026,0.669241569514228,-0.746116337995644,0.178843683454433,1.29087211009154,0,0,0,0.969273689595041,-0.125670162985851,-0.0500002096927449,-0.0972875274454775,-0.111936970606253,-0.114371650774861,0,-0.112420818789166,-0.25909386616998
"11/20/2018",-0.539464199645933,1.2380955323212,1.06079760091851,1.08957783363137,-0.738076936606708,1.01912544067046,1.15374442490562,0,0,0,0.971015687554111,-0.257525055190719,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,1.48563587137582,-0.512776090394346
"11/21/2008",0.11510098109509,-1.34892538586143,1.03753316986852,-0.149524292573243,0.115401673000742,-0.927757961989026,-0.627329610564823,0,0,0,-0.911834470363548,-1.21188968206637,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,-0.512174802488932,-1.51189807981527
"11/21/2011",0.57019595055275,0.455540008158982,-0.659917281073873,-0.918603552740973,-0.185360121639036,-0.771443073635425,-0.0936023135387788,0,0,0,-0.772531387284108,-0.128282463838094,-0.0500002096927449,-0.144687561953905,-0.0544665864892274,-0.132883838549128,0,1.57789962220135,-0.259355119440881
"11/21/2012",-0.529383132170878,-0.257990373049056,-1.05727122710284,-0.903640418366322,-1.39034919532687,0.480733642918193,0.284869942783717,0,0,0,0.109614483796972,-0.387642029877231,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,-0.30159535657505,-1.21454679034278e-190
"11/21/2013",-0.634186750630108,-0.227726845393644,-0.80063353052312,-0.979491455648467,-0.660424423256029,-1.06401071577071,-0.553501986498532,0,0,0,0.35160897230864,-0.217599523273943,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,0.801939480774567,-1.16294316685973e-28
"11/21/2014",0.625784217612985,1.75331086524461,-1.05490951005376,-0.944682178677101,-1.18745400160265,-0.102088265351842,-0.638802122155361,0,0,0,0.922815930663244,-0.26001152742558,-0.914025536809272,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,-0.589908707247706,-0.292883497682652
"11/21/2016",0.158743684615465,-0.720331580289134,-0.0983826731462193,-0.442377324985972,0.716628170444765,-0.721919284140195,0.591064789174363,0,0,0,0.956622011525814,-0.154028220306995,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,0.0175548446074909,-0.311764402464456
"11/21/2017",1.0777178762523,0.342652097476634,1.04207202870347,0.810167385931867,-0.210995243384291,0.820277217009677,1.26882890114467,0,0,0,1.00860795375855,-0.13506611001837,-0.0500002096927449,-0.0972875274454775,-0.339496570021971,-0.0893589012970087,0,0.0492930724593259,-0.274736423423741
"11/21/2018",-1.05592969780011,-0.0819234692029743,0.918820606462682,1.09758698282513,0.353333747943509,1.0566725891817,1.16206365276857,0,0,0,1.14457525866702,2.0090461228479,-0.0500002096927449,-0.0972875274454775,11.8975110221722,1.69108312132429,0,-0.531942407095607,1.74209377752115
"11/22/2010",0.773686344290973,0.633442273369095,-0.528443107966271,-1.5398997058959,-1.12831763832237,1.32105187665179,-0.477652451828179,0,0,0,-0.483298082544869,-0.169296636262328,-0.0500002096927449,-0.0972875274454774,-0.0544665864892274,-0.110617315218978,0,0.615778185624998,-0.00150996823889141
"11/22/2011",0.751916734970632,-0.20873453503585,-1.07901501197665,-0.997546574068791,0.64603593505287,-0.930488065441293,-0.0388981750089511,0,0,0,-0.548044987947337,-0.137860367039926,-0.0500002096927449,0.016981287673434,-0.0544665864892274,0.0154638414889739,0,0.21796248247773,-0.275010923205884
"11/22/2012",0.282008302943394,-1.10637897440822,-1.08253936770865,-0.978477957473276,-0.61349267738766,-0.453647180274364,0.0288768345099678,0,0,0,-0.66462704481361,-0.387659495900142,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,0.173897073910412,-9.73232794773368e-192
"11/22/2013",0.636070923945303,-0.627291567386745,-1.08688396957441,-0.874502435509781,-0.983645349120531,-0.770339658379563,-0.626209693077649,0,0,0,-0.331149000947182,-0.221193804522455,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,-0.479559811568423,-9.46706684839566e-30
"11/22/2016",0.166028053984568,-0.192818489157454,0.875265789010511,-0.114934897864908,-0.282810175717177,-0.0193722306572901,0.619422969142172,0,0,0,0.94950263012457,-0.165352962254238,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,-0.287966839212209,-0.331317797695772
"11/22/2017",0.314555761709687,-1.38915142833281,1.12668101344739,1.00775491883782,-1.83326854575774,1.1635977819726,1.39705898582313,0,0,0,0.914661922519851,1.06047391738724,-0.0500002096927449,-0.0972875274454775,2.65872861272343,0.48228518477864,0,0.149603638591118,0.942405638638396
"11/22/2018",-0.730613298102705,-0.453835141763022,1.0948471452181,1.07331429644961,-0.883434346713828,1.04392773058341,1.11137412657459,0,0.110271369252463,0.231184481191295,-0.33933433516898,-0.0546129966602362,-0.0500002096927449,-0.0972875274454775,0.161208770594765,-0.0950790433558709,0,0.256479248696287,-0.426103241038708
"11/23/2009",1.00401430493198,-1.06514034280877,-1.06297294773803,-0.94466191147174,-0.397932254275765,-0.0882359298763623,-0.667070813709111,0,0,0,0.561726782399774,-0.121724034154735,-0.0500002096927449,-0.125842159822355,-0.0544665864892274,-0.124031068913409,0,-0.378270699164641,-0.244386783561152
"11/23/2010",0.466085067732663,2.22008023146733,-1.08497403928572,-0.111185652096108,-1.04564433209705,-3.58853824683429,-0.474570246722601,0,0,0,-0.493780002185044,-0.172614401467464,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,1.12342855541906,-0.000123235383332122
"11/23/2011",0.6725572925262,1.80367049049469,-0.866976722819809,-0.701474102415013,1.90063581534063,-0.926410972695954,-0.453329008438538,0,0,0,-0.682593951018144,1.08230234883561,-0.0500002096927449,2.98670780645199,-0.0544665864892274,2.93073976688828,0,1.25014980682287,0.943339709994125
"11/23/2012",0.280603364399464,0.490069391734259,-0.953964265290491,-0.794825488874452,-0.326444610580724,-1.24443550042956,0.426616722714033,0,0,0,-0.258795757856466,-0.387676142799176,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,0.0566997634706856,-7.79862348048953e-193
"11/23/2015",0.954493742344476,0.530709495741688,-0.300453124604729,-0.92778219775369,-0.624683780974311,-1.24379790256429,-0.260706103415715,0,0,0,-0.438746666740606,-0.387962753008356,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,0.252299354332897,-1.63150301043851e-38
"11/23/2016",0.502278688515281,1.98574815580884,0.539669475376417,-0.117175400462217,1.07969439610881,0.11503806155933,0.34527301004869,0,0,0,0.999266352719727,1.29668981615053,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,0.201096286353128,1.13484993167165
"11/23/2017",0.604371407918523,-0.740407639881138,0.931401062639456,1.09357158514865,-0.103505577449006,1.05728556297633,0.925534688856499,0.472478290559171,-0.925793061208499,-0.129968853372596,0.926791228365591,-0.0306947192416165,-0.0500002096927449,-0.0972875274454775,0.171402810821954,-0.100651182004659,0,-0.229243024959696,-0.241435828130792
"11/23/2018",-0.852264913612147,1.34717073933205,0.93615882553476,1.04959702142043,-0.459033992877039,1.03733430738131,1.29707164245215,0,0,0,0.392514532436397,-0.00547760089894851,-0.0500002096927449,-0.0972875274454775,0.0903101152108394,-0.0648868648407577,0,0.139819707702796,-0.272720925996479
"11/24/2008",2.59491831036748,-2.44493592244566,0.107153453676515,-0.185773003501721,1.31494297432125,1.70606722999419,-0.570484820282879,0,0,0,-0.931672958174187,1.71712695131677,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,-3.83980833282793,1.48456227658096
"11/24/2009",-2.54842091453269,-0.166557624888238,-0.725121869890847,-1.05465463061941,-1.09190422744366,-1.15047472733333,-0.672999384382175,0,0,0,0.469907606072952,-0.130843599803035,-0.0500002096927449,-0.0284499402643583,-0.0544665864892274,-0.0346637612440967,0,0.732946099594122,-0.260246453310654
"11/24/2010",0.723654201899199,0.210016780822435,-0.962552409414117,-0.96299160281605,-1.11623382094173,0.12057198699127,-0.431703636867903,0,0,0,-0.526481762408331,4.37869465890897,-0.0500002096927449,3.05324210220297,-0.0544665864892274,3.00512910653089,0,-1.60790639980042,4.35612891925036
"11/24/2011",0.84642267706655,0.39845912146811,-1.09034616955046,-1.21479010096154,-0.00979422151330122,-0.952329888106854,-0.194654706954188,0,0,0,-0.783101539238359,-0.0312929305249929,-0.0500002096927449,-0.0680553350776411,-0.0544665864892274,-0.0556065296716537,0,-0.42593665141196,-0.241665504595402
"11/24/2014",1.13422086587257,0.112060262353072,-0.704333492592888,-0.913678898226025,-0.600664655711887,-1.30576845674809,-0.640392928871478,0,0,0,0.126875598502575,-0.263446615203545,6.42923690892725,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,0.0665071762642197,1.00002295952907
"11/24/2015",1.12132219000925,0.0621589702768344,-0.849395409343562,-0.752526018186898,-1.32283895629652,0.0153373568022277,-0.215235379051496,0,0,0,-0.405832323507992,-0.387965160874143,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,0.111598083485635,-1.32757317471231e-39
"11/24/2016",-0.0145106278101462,0.131943947278629,-0.971280067307252,-0.743778091568351,-0.905692914685355,-0.763213405740441,0.534038520884893,1.53506921569808,2.0107563784096,1.7720222494499,0.914961791468128,-0.0370608894277345,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,-0.021761602129113,-0.288142424990282
"11/24/2017",0.420268428564136,-1.40378025179369,1.09639290023191,0.768425266845296,-1.09233905645261,0.770083177348042,1.22005197373428,0,0,0,0.97236712199308,-0.00309289877552705,-0.0500002096927449,-0.0972875274454775,0.0384366922371386,-0.0812861409136633,0,-0.127255739977641,-0.155718933270749
"11/25/2008",-2.90814400241773,-0.399106737899663,-0.855561305547689,-0.690045870816589,0.182564129180851,-0.366607541282092,-0.759726201541537,0,0,0,-0.981830404787607,-1.10217720851208,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,-0.434914761520283,-1.23909533407422
"11/25/2009",-1.17318156999987,-1.16865074332567,-1.16740683688197,-0.823373902244776,-0.452760869474477,-1.02405862149154,-0.671250876423139,0,0,0,0.476149141621094,1.02747558715361,-0.0500002096927449,-0.141226423698824,-0.0544665864892274,-0.159245643220076,0,-0.18389709804137,0.893354109086861
"11/25/2010",4.11343310607913,0.301189495794962,-0.527146278485345,-0.852014108988829,-0.5244643118692,-0.703257083078202,-0.441303083118069,0,0,0,-0.520147874057329,-0.0330135467375721,-0.0500002096927449,-0.0830085937082934,-0.0544665864892274,-0.0837464137218687,0,1.06907449364555,-0.0695782192199343
"11/25/2011",-0.0458483544355611,0.936541157835851,-0.683668443330999,-0.805040184719321,0.187043513299749,-0.460502025186115,0.0421469290588568,0,0,0,-0.700239472213954,-0.00315291036780371,-0.0500002096927449,0.0465153503336032,-0.0544665864892274,0.0512840867452802,0,-0.529201753863191,-0.155865981610498
"11/25/2013",1.83721950502912,0.442025986795112,-1.06124975474927,-0.856005417362918,-0.799427208171326,-1.15113059727102,-0.425206556035707,0,0,0,0.0123492420760816,-0.224790252685649,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,-0.10643721622952,-7.70505210160583e-31
"11/25/2014",0.506473788347567,-0.203140600569962,-1.10768815268077,-0.86934614047796,-1.21994645865593,-1.25990945179316,-0.631695988243501,0,0,0,0.558146685176962,-0.266850168523148,0.00721910575292352,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,0.636434332534757,-0.255582951800245
"11/25/2015",1.41234103867196,0.217295652490698,-0.616976260608571,-0.897652861214003,0.126667447056207,-1.01167350566691,-0.229769063082903,0,0,0,-0.411147691511685,-0.387967455554336,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,0.281288878641554,-1.08001341837666e-40
"11/25/2016",-0.455781670245387,-0.892075295813638,-0.0191822564997776,-0.520186477542264,-0.152230562066206,0.0296441618432998,0.685628190848704,0,0,0,0.886212556032448,-0.00373071358812332,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,0.132203966894015,-0.185555701469705
"11/26/2008",1.33889783937294,0.818893564866751,-0.433868202998083,0.160730287346508,1.12615759698461,-0.454288913732644,-0.665409001739716,0,0,0,-0.918033181774886,-0.00164041301747695,-0.0500002096927449,-0.0972875274454775,-0.0544665864892274,-0.110617315218978,0,0.962232414805225,-0.170467330940996
