"","Swap.3M.5Y.spread","dUSDHUF","dEURHUF","OIS.3M.spread","EUR.3M.REPO","Eurozone.AAA","Volume.AAA.bond","HUF.3Y.overquote","HUF.5Y.overquote","HUF.3Y.HUF.5Y.overquote","Assets.lt.f.debt","ECB.DEPOSIT","TED.spread","Deviza.tender.DUMMY","Swap.3M.spread.EURHUF","Swap.3M.spread.HUFEUR","Swap.3M.spread","EMBI","HUN.5Y.USD.CDS","Swap.tender","FX.tender"
"6/28/2018",-0.929268248039321,0.155105239975793,0.835564835613549,-0.963731645543666,-0.77968026616584,0.302832266640452,-0.195283605172971,0,0,0,0.932420417856179,-0.116995114426626,-0.00873837825907275,-0.0475368984398583,-0.0971681749240416,0.322407699519663,-0.0670243910625409,-0.18028786125322,0,-0.321290223237065,-0.332438703309443
"6/29/2009",-0.194164461283561,-0.514199966616542,-0.599839542305673,0.51904352989584,-0.474823056326806,-0.944906429697908,-0.135081275970792,0,0,0,0.156880777874112,-0.116995114426626,1.01396688163992,-0.0475368984398583,-0.0971681749240416,-0.0546645353148123,-0.110407540461576,-0.619419296943847,0,-0.223596843336543,-0.22651879986157
"6/29/2010",0.590328089106777,0.900756917704719,0.740087279054317,-0.285053913971297,-0.584942990722463,-0.944906429697908,-0.135081275970792,0,0,0,-0.165313264398135,-0.116995114426626,0.548095397210227,-0.0475368984398583,-0.0971681749240416,-0.0546645353148123,-0.110407540461576,1.21692598005333,0,-0.00032157801762139,-0.000175140686270541
"6/29/2011",-0.371643271122103,-1.58272171282538,-2.81970755775418,0.0276910662745347,0.913242245459739,-1.0272375991997,-0.141488099994572,0,0,0,-0.805425759360237,-0.116995114426626,-0.61321540604132,-0.0475368984398583,4.5595025470848,-0.0546645353148123,4.47848318299757,-0.738675375880553,0,1.15721232110515,1.15118198325716
"6/29/2012",-1.38158796136917,-3.15910601141221,-2.16299847347192,-0.84635533918714,-0.783638111270007,-0.661174392925137,-0.151871114765095,0,0,0,-3.23692343193395,-0.116995114426626,-1.59041970400623,-0.0475368984398583,-0.0971681749240416,-0.0546645353148123,-0.110407540461576,-2.25436725089788,-12.4886150543664,-9.64330041740007e-72,-1.92036539215986e-76
"6/29/2015",-2.66143134950916,0.710518657009385,2.51828858520913,-1.10168136433723,-0.676616490910464,2.05197163521964,-0.231561189509904,0,0,0,-0.237158183360398,-0.116995114426626,-0.552144079388154,13.9225655233713,-0.0971681749240416,-0.0546645353148123,-0.110407540461576,2.46355046495877,0,-1.3053632140966e-114,4.01195761576867
"6/29/2016",-2.52378282730009,-0.462453921934565,0.340536424048546,-0.680621912298082,-1.10323951481059,0.263355042869447,0.055049641275492,0,0,0,0.15959003371252,-0.116995114426626,-0.473684546328856,-0.0475368984398583,-0.0971681749240416,-0.0546645353148123,-0.110407540461576,-1.46058306872415,0,-1.36766177627507e-121,-1.6619084595278e-129
"6/29/2017",-0.441828025115435,-0.609780298848641,0.684896757176335,-0.923250948099434,-1.13720076628623,-1.82265004358542,-0.13672679224781,0,0,0,-0.017628157212701,-0.116995114426626,-1.65667204997765,-0.0475368984398583,-0.0971681749240416,-0.0546645353148123,-0.110407540461576,0.0423713265992935,0,0.0185878188429082,-0.0302943558813598
"6/29/2018",-0.640741992494339,-0.980651345010347,0.616968351192494,-0.849277872056143,-0.700534752825028,0.7637802973082,-0.387721212719889,0,0,0,-1.08873591378287,-0.116995114426626,-0.323226694521451,-0.0475368984398583,-0.0971681749240416,0.161196436074244,-0.0430367873709565,-0.205926670194681,-0.616072535923669,-0.241534919472007,-0.247287929170944
"6/3/2008",-0.0982109768017938,1.39509982109931,0.756776757067908,1.17060168550837,0.980603653708411,-0.944906429697908,-0.135081275970792,0,0,0,-1.2268761291464,-0.116995114426626,-0.0853898726060177,-0.0475368984398583,-0.0971681749240416,-0.0546645353148123,-0.110407540461576,0.582613205373437,0,0,0
