"","TED.spread","HUF.3Y.overquote","HUF.5Y.overquote","HUF.3Y.HUF.5Y.overquote","Swap.3M.spread","Swap.3M.5Y.spread","CHFHUF","CHF.ON","HUF.ON","CHFHUF.3M","HUN.5Y.USD.CDS","CHF.3M.Libor","CHF.ON.Libor","EMBI","FX.tender","CHF.OIS.3M","Swap.tender"
"11/21/2011",1.32956488145717,-0.483406053603765,-0.340105332495132,-0.945523349635666,0.0411534604823413,0.297996015855463,0.0564221416481433,-0.263219633398926,0.600226272401335,-0.130961608618172,0,0.0257960571800308,-1.30580766586412,-0.390315803754034,-0.141710164889728,-0.215646860132395,-0.100781852239845
"11/21/2012",-0.251383772695392,-0.122983658037753,-0.324405053036575,-0.327029378111428,-0.106081087433361,-0.893677608711708,0.515922785841601,-0.805706089748579,0.581453333526427,1.03352293450655,0,0.220535105402978,-0.415292746103982,-0.0585789075155596,-8.47758474063934e-55,0.348376227609324,3.20001499423341e-54
"11/21/2013",-0.29046392531343,0.151921221998757,0.208237048795835,0.153424985148119,-0.106081087433361,0.0675059810126795,-0.408091369299949,-0.174030462508951,1.76755756006698,0.902857674816845,0,-0.331604432610541,0.779601108215657,0.666518978394394,-2.46022275047313e-71,0.152223980130253,2.3353415951892e-73
"11/21/2014",-0.689302593775183,-0.0228386992840602,0.0139756245767862,0.104194629510446,-0.106081087433361,0.219152939039644,-0.592978793796644,0.128974434013917,0.551070085760262,1.0181331646919,0,-0.780669566906086,-0.0560856844641145,0.0208966657529119,-0.219689547849452,-0.134422543652985,1.44625175399448e-36
"11/21/2016",1.21335423392853,0.276216617360182,0.927394325110874,0.966960099896674,-0.106081087433361,1.86609814440791,0.536151034300324,0.311857771165862,-0.07282736984366,-0.522123354174509,0,0.458040527100312,-0.435581741290412,0.302167005458138,-0.141740577786317,0.0229304848028471,-0.100692912659248
"11/21/2017",0.650312929135815,-0.440867822973991,-0.101103740784088,-0.00574202533277049,-0.0724590654779571,1.21518706145024,-0.214852549930648,-0.420925288929192,-0.807793258016903,0.585628964993076,0,0.344365054334504,0.109322448309927,-0.249703632758693,-0.219689547849452,8.07964008623867e-06,-0.181759434264421
"11/21/2018",0.56391878159106,-0.313278187469843,-0.292411928953682,-0.313021711034404,1.51738142248981,0.212958995808918,0.307143210172502,-12.5446206989109,-0.437096166960855,0.417702496451383,0,0.0448101160405703,0.306403081641589,-0.23220025829875,1.33511625067625,0.00665482011934672,1.37831150470584
"11/22/2010",NA,0,0,0,NA,NA,-1.88610855151966,0.619335884672654,-1.1476434486103,NA,NA,NA,NA,NA,NA,NA,NA
"11/22/2011",0.894279498217425,-0.0463007035799017,-0.368507645710461,-0.569442354734555,0.0795048163147028,-0.31405769198796,-2.46460076797614,-0.109716220047457,0.0733804889441146,0.3273663750079,0,0.225552784698762,0.242699823192076,-1.59165431801497,-0.219689547849452,-0.0666935115819234,-0.181759434264421
"11/22/2012",-0.782132190593809,-0.0506117749638239,-0.180758199042701,-0.155379514772136,-0.106081087433361,-1.59713939375161,-1.39471874334332,0.848456255459718,0.243474507837255,-0.143394889253538,0,0.507371205603911,-0.452919387306069,-0.0433243309816064,-9.2156606443846e-55,-0.191101165992038,3.59278210474644e-54
